nama_rumah_sakit,alamat,telp,text
OPTIK INTERNASIONAL PANGKALAN KERINCI,JL. LINTAS TIMUR (MAHARAJA INDRA) PANGKALAN KERINCI-RIAU,0761-493383|,Admedika Corporate | Provinsi: RIAU | Kota: PELALAWAN
OPTIK INTERNASIONAL TANJUNG PINANG 2,JL. MERDEKA NO.4 TANJUNG PINANG,0771-315573|,Admedika Corporate | Provinsi: RIAU | Kota: RIAU
RS. AWAL BROS UJUNG BATU,Jl.  Jend. Sudirman No. 314 Ujung Batu Rokan Hulu Riau,'0762-7363329,Admedika Corporate | Provinsi: RIAU | Kota: ROKAN HULU
RS. IBUNDA BAGAN BATU,"JL. LINTAS RIAU KM 4, KEL. BAHTERA MAKMUR KOTA, KEC. BAGAN SINEMBAH",081276788688 / 07655650129|,Admedika Corporate | Provinsi: RIAU | Kota: ROKAN HILIR
OPTIK SEIS CITI MALL DUMAI,"JL. BUKIT DATUK RT 010, KELURAHAN BUKIT DATUK KECAMATAN DUMAI SELATAN, DUMAI-RIAU 28826",0765-4301506,Admedika Corporate | Provinsi: RIAU | Kota: DUMAI
PERTAMINA HOSPITAL DUMAI,JL.  RAYA BUKIT DATUK NO.1 KOMPERTA DUMAI,0765-443619/ 443601||,Admedika Corporate | Provinsi: RIAU | Kota: DUMAI
OPTIK MELAWAI CITYMALL DUMAI,"LT GF UNIT G-0370 | JALAN RAYA BUKIT DATUK KEL. BUKIT DATUK, KEC. DUMAI SELATAN, KOTA DUMAI, PROVINSI RIAU 28826",0815 1942 0640,Admedika Corporate | Provinsi: RIAU | Kota: DUMAI
KLINIK SEHATQ IKPP PERAWANG,"JL. CENDANA KPR PERSADA INDAH PERAWANG, KEC. TUALANG, KAB. SIAK",0882-7093-9993|,Admedika Corporate | Provinsi: RIAU | Kota: SIAK
RS. ST. ELISABETH - BATAM,Jl.  Anggrek Blok Ii. Baloi,'0778 - 457357,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
RS. ST. ELISABETH BATAM KOTA,"JL. RAJA ALI KELANA, KEL. BELIAN KEC. BATAM KOTA",(0778) 4803193/4803191 /,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK PRODIA BATAM,Jl. Engku Putri. Kompleks Mahkota Raya Blok E No.12a-12b. Batam Centre - Batam 29432,'(0778) 7495735,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
RS. AWAL BROS BATAM,Jl. Gajah Mada Kav.1 Baloi,'0778 - 431777,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
RS SANTA ELISABETH SEI LEKOP,"JL. SEI BINTI KAV.SUNGAI LEKOP RT.001/RW.013, SAGULUNG",0778-3800268 / 380332|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK MELAWAI DC MALL BATAM,DC MALL BATAM GF NO.26-27,0778-400231,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK MELAWAI MEGA MALL BATAM CENTER,GF NO.118-119,0778-470201,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK MELAWAI OPMEL NAGOYA HILL BATAM,LT.DASAR BLOK GR 03 NO.1,0778-7493531,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK MELAWAI PANBILL BATAM,"LT.DASAR NO.13-15, 25-27",0778-371004,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK MELAWAI GRAND BATAM NAGOYA,GRAND BATAM NAGOYA G NO.14,0778-4888773,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK MELAWAI ONE BATAM MALL,LT. DASAR - 20 | JL RAJA H. FISABILILAH KEL. TELUK KERING KEC. BATAM KOTA,0815 1042 3912,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK SEIS NAGOYA HILL SUPERBLOCK,"GF BLOK GR-05 NO. 10 KOMPLEK NAGOYA HILL SUPERB. LOCK JL.  TEUKU UMAR, NAGOYA - BATAM",(0778) 7493693|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK SEIS MEGA MALL BATAM CENTRE,"GROUND FLOOR NO. G.275 - 276 JL. ENGKU PUTRI, BATAM",(0778) 473529|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK INTERNASIONAL BATAM 1,"KOMP.PERTOKOAN BUMI AYU LESTARI BLOK D, BATAM TIMUR",0778-426893|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK INTERNASIONAL BATAM 3 PANBIL,"PANBILL MALL LT. DASAR NO. 38, 39, 54, 55 MUKA KUNING",0778-371027|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK SEIS GRAND BATAM MALL,"Jl. Pembangunan, Batu Selicin, Kec. Lubuk Baja, Kota Batam Kepulauan Riau 29432",0778-4888985|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
RS. GRAHA HERMINE,"JL. R.SOEPRAPTO KOMP.RUKO ASIH RAYA BLOK B NO.9-15 , BATU AJI","0778-363318, 363127||",Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
LAB KF  NAGOYA,JL. IMAM BONJOL KAMPUNG UTAMA BATAM,0778-453602||,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.0224 - AVIARI,KOMPLEK MUKA KUNING INDAH II BLOK E2 NO. 03,0778-363375|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.HEMODIALISA MEDIPLUS,JL. RAYA SAGULUNG BARU NO. 167,81218671661,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.0464 - SP PLAZA,KOMPLEK SP.PLAZA BLOK DD. NO. 08,0778-391383|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.0059 - NAGOYA,"Jl. Imam Bonjol No.59, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Riau 29444",0778-458560|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.0230 - PANBIL,"KOMPLEK RUKO PANBIL MALL BLOK A NO. 5, NONGSA",0778-371149|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.0137 - SAGULUNG,KOMPLEK SAGULUNG MAS INDAH BLOK. B NO.3,081372587504|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.0413 - BOTANIA,KOMPLEK RUKO BOTANIA GARDEN BLOK A1 NO. 1C,0778-7431199|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.0269 - BATAM CENTER,"JL. JEND.SUDIRMAN, BATAM CENTER RT 03 RW 08",0778-461482|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.0481 - KDA / UNIBA,"KOMPLEK PERTOKOAN GRIYA KURNIA/KDA BLOK B NO. 34 RT 03 RW 05, BATAM KOTA",0778-7480272|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.SIMPANG KARA,"KOMPLEK GOLDEN LAND HOUSING BLOK L NO.03 BATAM CENTER, TAMAN BALOI, BATAM KOTA, BATAM",0778-4802776|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.0128 - SEI HARAPAN,KOMPLEK RUKO WIJAYA KUSUMA BLOK A NO. 01- 02 RT 002 RW 001,0778-323697|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.0100 - SERAYA,JL. SERAYA KOMP. RUKO ABADITAMA BLOK A NO. 10 RT 03 RW 01,0778-425885|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.TEMBESI / BARELANG,KOMPLEK PERTOKOAN BUANA IMPIAN BLOK DD NO. 03-04,0778-4092334|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KLINIK KF.LORENZO PIAYU,JL. JENDRAL S. PARMAN-KOMOLEK PASAR TANJUNG PIAYU,0812-6897-2566|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK TUNGGAL MEGA MAL BATAM-CENTRE ( MMB ),JL. ENGKU PUTRI,0778-470 288||,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK TUNGGAL NAGOYA HILL SUPERBLOK ( NHB ),JL. TEUKU UMAR LG W No.11,0778-7493 772||,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK MELAWAI RUKO PALM SPRING,"JL. RAJA ALI HAJI FISABILILLAH KOMPLEK PALM SPRINGS BTC BLOK B1 NO.20-21, KEL. TAMAN BALOI, KEC. BATAM KOTA",0815-1416-6717|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
HAPPY DENTAL CLINIC GRAND BATAM MALL,"GRAND BATAM MALL LAT.LG NO.12 BATU SELICIN, LUBUK BAJA BATAM RIAU",0821-70238828|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK SATURDAYS NAGOYA HILL BATAM,"NAGOYA HILL SHOPPING MALL BATAM UNIT. GR3-16, JL.TEUKU UMAR KOMPLEK NAGOYA HILL SUPERBLOCK, BATAM, LUBUK BAJA KOTA",0877-4955-2541|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
KF 0218,"JL. RAYA SUNGAI PANAS NO. 106 , SEI PANAS, BATAM KOTA, BATAM",0778-430611||,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK SEIS POLLUX MAL BATAM,"GROUND FLOOR NO. 26 ,JL. RS BARELANG BATAM CENTRE NO.01, TELUK TERING, BATAM KOTA, BATAM, KEPRI",0778-86200002,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
OPTIK TUNGGAL POLLUX MEISTERSTAD BATAM,"JL. RS BARELANG BATAM CENTER NO.01, TELUK TERING, BATAM KOTA, BATAM CITY, RIAU ISLANDS GF NO. 35B",0815-1942-0648,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BATAM
PRODIA TANJUNG PINANG,Jl.  Ir. Sutami. Ruko Villa Akasia No. 20,'(0771) 25305,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: TANJUNG PINANG
KLINIK SMEC TANJUNG PINANG,"JL. WR.SUPRATMAN NO.1A BATU 11 TANJUNGPINANG TIMUR, AIR RAJA",0771-4443928,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: TANJUNG PINANG
OPTIK INTERNASIONAL TANJUNG PINANG 3,RUKO TANJUNG PINANG GRAND BINTAN CENTRE  BLOK A NO.23,0771-7335711,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: TANJUNG PINANG
KLINIK KF.0297 - BINTAN CENTER,"JL. DI PANDJAITAN KM. 9 KOMPLEKS BINTAN CENTRE, TANJUNGPINANG TIMUR",0771-441619|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: TANJUNG PINANG
KLINIK KF.0109 - BATU 3,"JL. MT HARYONO KM 3,5, BUKIT BESTARI",0771-313590|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: TANJUNG PINANG
KLINIK KF.0646 - SUTOMO,JL. DR. SUTOMO NO. 9 TANJUNGPINANG BARAT,0771-27662|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: TANJUNG PINANG
KLINIK KF.0599 - GANET,JL. GANET KM 11 BLOK A NO 1-2 TANJUNGPINANG TIMUR,0771-4440531|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: TANJUNG PINANG
KLINIK KF.0169 - PAMEDAN,"JL. RAJA ALI HAJI KM 3, BUKIT BESTARI",0771-317631|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: TANJUNG PINANG
OPTIK MELAWAI RUKO BATU 9 TANJUNG PINANG,"JL. DI PANJAITAN KM IX NO.20, KEL.BATU IX, KEC. TANJUNG PINANG TIMUR",0815-1416-6720|,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: TANJUNG PINANG
OPTIK INTERNASIONAL TJ BALAI KARIMUN,JL. A. YANI KOMP. TELAGA MAS BLOK A NO. 1 KOLONG,0777-326933,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: KARIMUN
RS. BAKTI TIMAH KARIMUN,JL.  CANGGAI PUTRI TELUK UMA KABUPATEN KARIMUN PROVINSI KEPULAUAN RIAU 29661,0777-7367085||,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: KARIMUN
KLINIK KF.0300 - KOLONG,"JL. AHMAD YANI KOLONG, KARIMUN",0771-327907,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: KARIMUN
KLINIK BERSALIN ERNES,JL.  PERMAISURI NO.8 TANJUNG UBAN,0771-483212||,Admedika Corporate | Provinsi: RIAU KEPULAUAN | Kota: BINTAN
OPTIK MELAWAI AROEPPALA MAKASSAR,"JL. AROEPPALA KEL. KARUNRUNG, KEC. RAPPOCINI, KOTA MAKASSAR, PROVINSI SULAWESI SELATAN",0815 1994 3429,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
RS. HERMINA MAKASSAR,Jl. Toddopuli Raya Timyur Lorong Makassar Borong Kec. Manggala,'(0411) 4091817,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
SILOAM HOSPITALS MAKASSAR (Hanya Berlaku Sistem Reimbursement),Jl. Metro Tanjung Bunga Kav.9 Panambungan. Marisso,'0411-3662900/8117555/8117430/5290000,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
APOTEK FARMARIN MAKASSAR,Jl. Landak Lama No 29. Kel Labuang Baji Kec Mamajang,'0411-8914378,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
RS. AKADEMIS JAURY YUSUF PUTERA,Jl. Jend. M Yusuf No. 47a. Pattunuang,'0411-3617343/3613054/3613071/3617344,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
PRIMAYA HOSPITAL MAKASSAR (D/H RS. AWAL BROS MAKASSAR),Jl. Jend. Urip Sumoharjo No.43 Makassar,'0411-454567/455558,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK FARMARIN MAKASSAR,Jl. Landak Lama No. 39,'0411-870397,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
RS. STELLA MARIS MAKASSAR,Jl. Somba Opu No.273. Po.Box 122,'0411-871391/873346,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
RS. GRESTELINA,Jl. Letjen Hertasning Raya No.51,'0411-448855/448852,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK PRODIA MAKASSAR (SADDANG),Jalan Sungai Saddang No.40 Makassar,'(0411) 872727/446666,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK PRODIA MAKASSAR,Jl. Boulevard Ruko Ruby I No.7-8. Panakkukang Mas. (Pusat Gmc - Pps Panakkukang),'(0411) 446666,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
RS. SANDI KARSA MAKASSAR,"JL. ABDULLAH DAENG SIRUA NO.16A MASALE, PANAKKUKANG",0411-446343 / 0624-11591279|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK MELAWAI MALL RATU INDAH,LT. DASAR NO. 130A-131A,0411-834414,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK MELAWAI NIPAH MALL,NIPAH MALL GF - 208,0411-3663377,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK MELAWAI PANAKUKANG MALL,LT. B 1 NO. 21-22,0411-423611,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK MELAWAI PETTARANI RUKO,"JL. ANDI PANGERAN PETTARANI, RUKO DIAMOND CENTER NO.1",0411-454023,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK MELAWAI TRANS STUDIO MAKASAR,Trans Studio Makassar GF #31,0411-8117153,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK MELAWAI RUKO JASPER,"JL. PENGAYOMAN NO.47, KEL. MASALE, KEC. PANAKKUKANG",0815-1046-5187,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK SATURDAYS TSM MAKASSAR,"TRANS STUDIO MALL MAKASSAR, LG B 25, KAWASAN TERPADU, JL. METRO TJ. BUNGA, MACCINI SOMBALA, KEC. TAMALATE",0811-4488-822,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK SEIS MAL RATU INDAH MAKASSAR,FIRS. T FLOOR NO. 140 JL.  DR. SAM RATULANGI 35 MAKASSAR 90132,(0411) 834501|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK SEIS PANAKKUKANG MAL,LANTAI 1 UNIT B1-17 & B1-18 PANAKKUKANG MAS BOULEVARD MAKASSAR,(0411) 423453|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK SEIS TRANS STUDIO MALL MAKASSAR,GROUND FLOOR NO. G-58B JL.  HM. DG. PATOMO METRO TANJUNG BUNGA MAKASSAR 90134,(0411) 8117072|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK SATURDAYS PANAKKUKANG MALL,"MALL PANAKKUKANG, LT. GD. B UNIT B1-02, JL. BOULEVARD NO. 3, KEL. MASALE, KEC. PANAKKUKANG, KOTA MAKASSAR",0877-4905-2548,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK INTERNASIONAL MAKASSAR 2,"PERTOKOAN HASANUDDIN, JL. HASANUDDIN NO. 24 / 288",0411-3630769|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK INTERNASIONAL MAKASSAR 14,JALAN URIP SUMOHARJO NO.250B MAKASSAR- SULAWESI SELATAN,0411-4672032|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK INTERNASIONAL MAKASSAR 3,KOMPLEK RUKO ANTARA. JL.PERINTIS KEMERDEKAAN KM.9 NO.24 MAKASSAR,0411- 580664|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK INTERNASIONAL MAKASSAR 12,"RUKO TELKOMNAS, JL PERINTIS KEMERDEKAAN KM.13 NO.4 - MAKASSAR",0888-4306031|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
"THC, TF 11, E-LABS MAKASSAR (TELKOMEDIKA MAKASSAR)",Jl. DR. RATULANGI NO.126,0411 8122283 /,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK MATA ORBITA,"JL. A. P. PETTARANI NO. 186 A, C , D.",0411-855707|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK TIRTA MEDICAL CENTRE MAKASSAR,JL. A.P. PETTARANI KOMP. RUKO PETTARANI CENTRE BLOK 8 NO.8,0411-4677070||,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK SEIS NIPAH SHOPPING MALL MAKASSAR,"GROUND FLOOR NO GF-027 JL. URIP SUMOHARJO PANAIKANG, PANAKUKANG",0411-3663377|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
LAB KF A. YANI MAKASSAR,"Jl. Ahmad Yani No. 17-19, Pattunuang, Kec. Wajo",0411-3612383||,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
LAB.KLINIK KF HASSANUDDIN,JL. SULTAN HASSANUDDIN NO.46,0411-3650151,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
RS. PERTAMINA ROYAL BIRINGKANAYA,"JL. PAJJAIANG, SUDIANG RAYA, KEC. BIRINGKANAYA",081354244290/081219006761|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK KF.0462 - HERTASNING,JL. HERTASNING RAYA NO. 11,0411-442945|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK KF.0038 - HASANUDDIN,JL. SULTAN HASANUDDIN NO.46,0411-3627110|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK KF.0250 - RATULANGI,JL. DR. RATULANGI 59,0411-873789|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK KF.0578 - SUDIANG,JL. PERINTIS KEMERDEKAAN KM 19 RUKO 237 NO. 5-6,0411-4813615|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK KF.BUNDA,"JL. PENGAYOMAN, BLOK F9 NO.25",0811-4142-234|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK KF.0501 - DAENG TATA,JL. DAENG TATA NO. 69A,0411-880685|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK KF.0199 - ERLINA,URIP SUMOHARJO NO.32,0411-449936|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK KF.0033 - AHMADYANI,JL. AHMAD YANI NO 17-19,0411-3616722|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK KF.ANTANG,JL. ANTANG RAYA NO. 1,0411-8956674|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK KF.0548 - CENDRAWASIH,JL. CENDRAWASIH NO. 233,0411-875940|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK KF.0502 - PETTARANI,JL. A.P. PETTARANI NO.18,0411-857287|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK KF.BTP,JL. TAMALANREA RAYA BLOK M NO. 39,0411-4773598|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK KF.0602 - ALAUDDIN,JL. SULTAN ALAUDDIN NO 222,0411-865538|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
LAB. PRAMITA MAKASSAR,"JL. KARUNRUNG NO.9, SAWERIGADING UJUNG PANDANG",0411-8940250|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK TUNGGAL NIPAH MALL MAKASAR,JL. URIP SUMOHARJO MAKASAR LANTAI GF 025,0411-3663324||,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK TUNGGAL MAL PANAKKUKANG ( MPM ),JL. BOULEVARD KOMP. PANAKKUKANG MAS Lt. Dasar No. C1 - 17,0411-423 552||,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK TUNGGAL TRANS KALLA STUDIO ( TSM ),KAWASAN TERPADU TRANS STUDIO MAKASAR GF / 21,0411-811 7093||,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK TUNGGAL MAL RATU INDAH ( RUP ),JL. DR. RATULANGI NO. 35 Lt. Dasar/121A-122A,0411-834 397||,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK MELAWAI LATANETTE UJUNGPANDANG,JL. S.SADDANG LATANETE BLOK D NO.6,0411-3611832||,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
RSUP. DR TADJUDDIN CHALID,"JL. PACCERAKKANG NO.67, PACCERAKKANG, KEC. BIRINGKANAYA",0411-512902|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
PARAHITA DIAGNOSTIC CENTER,JL. GUNUNG LATIMOJONG NO.123,0411-3623573||,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KF KIMA,"JL. KIMA RAYA 1 KEL. KAPASA RAYA MAKASSAR, KAPASA RAYA, BIRINGKANAYA, MAKASSAR",0411-515965/08114343345||,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
KLINIK PRATAMA KIMIA FARMA VETERAN,JL. VETERAN UTARA NO 269 KEL. MARADEKAYA,0411-4093666||,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
HAPPY DENTAL CLINIC TRANS STUDIO MALL MAKASAR,"TRANS STUDIO MALL MAKASAR LANTAI LGM 03 JL HAJI MUHAMMAD DAENG PATOMPO METRO TANJEUNG BUNGA KEL. MCCINI TOMBALA KEC. TAMALATE, KOTA MAKASAR, SULAWESI SELATAN",0812-3450-8842,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK MELAWAI RUKO SULTAN ALAUDDIN MAKASSAR,"JL SULTAN ALAUDIN, KEL. GUNUNG SARI, KEC.RAPPOCINI, KOTA MAKASSAR",0815-8532-6753,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
OPTIK SATURDAYS NIPAH MAKASSAR,"GF#026, NIPAH MALL, JL. URIP SUMOHARJO NO.23C, PANAIKANG, KEC. PANAKKUKANG",0877-4955-2530,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
PRIMAYA HOSPITAL HERTASNING,"Jl. Aroepala No. 99 Kel. Karunrung Kec. Rappocini, Kota Makassar  Sulawesi Selatan",0411 - 3985678,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: MAKASSAR
LAB. PRODIA PARE PARE,Jl.  Andi Mappatola No. 7. Pare-Pare 91114,'(0421) 22265 / 7007433,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: PARE PARE
OPTIK MELAWAI RUKO BAU MASSEPE PAREPARE,"JL BAU MASSEPE I NOMOR 245 - 247, KEL. LABUKKANG, KEC. UJUNG, KOTA PAREPARE PROPINSI SULAWESI SELATAN",0815-8532-6845,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: PAREPARE
KLINIK KF.0248 - GELORA PARE,JL. BAU MASSEPE NO. 404,0421-21892|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: PAREPARE
RS. ELIM RANTEPAO,"JL. AHMAD YANI NO.68, RANTEPAO",0423-21258|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: TORAJA UTARA
OPTIK INTERNASIONAL BONE,JL.BESSE KAJUARA NO.2 - WATAMBONE- BONE - SULAWESI SELATAN,0481-21611|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: BONE
KLINIK KF.BONE,"JL. JEND. A. YANI, BONE",0481-2922208|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: BONE
LAB. PRODIA PALOPO,Jl.  Andi Djemma No. 53. Palopo 91921,'(0471) 327467,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: PALOPO
OPTIK INTERNASIONAL PALOPO 2,CITY MARKET PALOPO LT. I UNIT L 01-03 JL. SAM RATULANGI 78,0888-04352636|,Admedika Corporate | Provinsi: SULAWESI SELATAN | Kota: PALOPO
