nama_rumah_sakit,alamat,telp,text
CHARITAS HOSPITAL KENTEN (RS.KARYA ASIH),"JL. BETAWI RAYA NO.1340, LEBONG GAJAH, SEMATANG BORANG",0711-817196,PALEMBANG | rawat inap | rawat jalan | Sompo
RSUD PALEMBANG BARI,"JL. PANCA USAHA NOMOR 1, KELURAHAN 5 ULU, KEC. SEBERANG ULU I",0711-519211,PALEMBANG | rawat inap | rawat jalan | Sompo
KLINIK FJ DENTAL PALEMBANG,JL. BASUKI RAHMAT NO 01/2745 PALEMBANG,0812-97711168,PALEMBANG | rawat jalan | Sompo
RSIA MAMA PALEMBANG,"JL. LEMBING BLOK F NOMOR 15, LOROK PAKJO, ILIR BARAT 1",0711-357351,PALEMBANG | rawat inap | rawat jalan | Sompo
OMNI DENTAL CLINIC,"JL. DEMANG LEBAR DAUN, LORONG SANDESRUKO 2, KEL. 20 ILIR D. IV, KEC. ILIR TIMUR I",0812-1515-6161,PALEMBANG | rawat jalan | Sompo
HELIX KLINIK & LABORATORIUM CAB. PALEMBANG,"JL. R SUKAMTO RT 009 RW 005, DESA/KELURAHAN DELAPAN ILIR, KEC. ILIR TIMUR TIGA",0898-0688-255,PALEMBANG | rawat jalan | Sompo
OPTIK SATURDAYS PALEMBANG ICON,"UG - #21, PALEMBANG ICON, JL. POM IX, LOROK PAKJO, KEC. ILIR BAR. I",0877-4955-2514,PALEMBANG | rawat jalan | Sompo
KLINIK SPEEDLAB INDONESIA PALEMBANG,"JL. DEMANG LEBAR DAUN NO. 11
- 12, KEL. SIRINGAGUNG, KEC. ILIR BARAT 1 KOTA PALEMBANG",0711-7650294,PALEMBANG | rawat jalan | Sompo
KLINIK PRATAMA WIJAYA MEDIKA,"JL. MAYOR RUSLAN NO.1974-829 RT.028 RW.007 20 ILIR DI, ILIR
TIMUR I PALEMBANG",0711-319861,PALEMBANG | rawat jalan | Sompo
"RS KHUSUS MATA
PROVINSI SUMATERA SELATAN","JL. KOL. H. BURLIAN NO.KM 6, SUKA BANGUN, KEC. SUKARAMI",0711-5612838,PALEMBANG | rawat inap | rawat jalan | Sompo
KLINIK CASADIENTA PALEMBANG,"JL. LETKOL ISKANDAR NO.14, RT 11 RW 03 KEL. 24 ILIR KEC. BUKIT KECIL",071-15739588/081271265026,PALEMBANG | rawat jalan | Sompo
OPTIK SATURDAYS SOMA PALEMBANG,"GF - BLOK C-4 SOCIAL MARKET JL. VETERAN NO.999, 9 ILIR, KEC. ILIR TIM. II",0877-4955-2532,PALEMBANG | rawat jalan | Sompo
KLINIK BERTHA MEDIKA,"JL. RAWASARI NO 2457 RT 38 RW 11 KELURAHAN 20 ILIR D2
KECAMATAN KEMUNING",0711-314590,PALEMBANG | rawat jalan | Sompo
KLINIK RELIEVE,"JL. SUMPAH PEMUDA BLOK H 36- 37, KEL. LOROK PAKJO, KEC. ILIR BARAT I PALEMBANG.",0813-5691-2266,PALEMBANG | rawat jalan | Sompo
KLINIK MATA ASIA,"JL. LETKOL ISKANDAR NO. 677, 15 ILIR, ILIR TIMUR 1",0852-1515-1185,PALEMBANG | rawat jalan | Sompo
"PARAHITA
DIAGNOSTIC CENTER PALEMBANG",JL. JEND. SUDIRMAN NO. 82 ILIR TIMUR 1 PALEMBANG,0711-7445566,PALEMBANG | rawat jalan | Sompo
KLINIK MAMI CASA,JL. DI PANJAITAN NO 06 RT 01 RW 01 KWL. BAGUS KUNING KEC. PLAJU,0812-71062501,PALEMBANG | rawat jalan | Sompo
KLINIK KENTEN MEDIKA,JL. PANGERAN AYIN NO 08-09 (DEKAT INDOGROSIR) PALEMBANG,711-5615989,PALEMBANG | rawat jalan | Sompo
OPTIK GOOD EYES MALL PALEMBANG ICON,"LANTAI UG UNIT 22 JL POM IX LLIR BARAT KEL. LOROK PAKJO, KEC. ILIR BARAT SATU PALEMBANG",0711-5649275,PALEMBANG | rawat jalan | Sompo
OPTIK DR SPECS PALEMBANG INDAH MALL,"PALEMBANG INDAH MALL, LT. UG UNIT 73-75, JL. LETKOL
ISKANDAR NO.18, 24 ILIR, KEC. BUKIT KECIL, KOTA PALEMBANG, SUMATERA SELATAN",0813-8886-8369,PALEMBANG | rawat jalan | Sompo
"OPTIK DR SPECS PALEMBANG
SQUARE","PALEMBANG SQUARE, LT. 2 UNIT 93,95,96,117,118,119, JL.
ANGKATAN 45, LOROK PAKJO, KEC. ILIR BAR. I, KOTA PALEMBANG, SUMATERA SELATAN",0821-5366-6975,PALEMBANG | rawat jalan | Sompo
OPTIK DR SPECS PTC MALL PALEMBANG,"PTC MALL PALEMBANG, LT. UG UNIT 43 & 45, JL. R. SUKAMTO NO.8A, 8 ILIR, KEC. ILIR TIM. II, KOTA PALEMBANG, SUMATERA SELATAN",0812-2121-4405,PALEMBANG | rawat jalan | Sompo
DUNIA BARU OPTIK,"JL. R. SUKAMTO KOMP. RUKO PTC MALL BLOK B.10 KEL. 8 ILIR, PALEMBANG, SUMATERA SELATAN",0711-382423 / 0812-7245-6655,PALEMBANG | rawat jalan | Sompo
KLINIK WINS MEDIKA,"JALAN KAMIL KM. 6 NOMOR 1042
A, RT. 020, RW. 003, KELURAHAN SUKABANGUN, PALEMBANG",0711-5717221,PALEMBANG | rawat jalan | Sompo
KIM DENTAL CLINIC,"JL. BENDUNGAN NO. 51 RT. 002 TW. 002, SEKIP JAYA, KEMUNING.
PALEMBANG","0711-354667, 0812-7193-6736",PALEMBANG | rawat jalan | Sompo
RS. PERMATA PALEMBANG,"JL. SOEKARNO HATTA, RT/RW 007/001, KEL. BUKIT BARU, KEC. ILIR BARAT I, KOTA PALEMBANG",0711-5260000,PALEMBANG | rawat inap | rawat jalan | Sompo
FDC DENTAL CLINIC PALEMBANG,"JL. JEND. BASUKI RACHMAT KECAMATAN,
RT./RW:/RW.032/000, 20 ILIR D II, KEC. KEMUNING, KOTA PALEMBANG, SUMATERA SELATAN",0711-5265035,PALEMBANG | rawat jalan | Sompo
MEDIKIDS BY MHDC PALEMBANG,"JL. JEND. SUDIRMAN NO. 134, KEL. 20 ILIR 1, KEC. ILIR TIMUR 1, KOTA PALEMBANG, SUMATERA SELATAN",0881-1871-5531,PALEMBANG | rawat jalan | Sompo
OMNI LITE DENTAL CLINIC,"JL. JAKSA AGUNG R.
SOEPRAPTO RT. 005 RW. 002 KEL. KEMANG MANIS KEC. ILIR BARAT I PALEMBANG",0812-8830-6161,PALEMBANG | rawat jalan | Sompo
KLINIK LOVE2GROW,"JL. WR. SUPRATMAN NO.9, KEL.
SEKIP JAYA KEC. KEMUNING, KOTA PALEMBANG",0811-9090-88,PALEMBANG | rawat jalan | Sompo
KLINIK OUR SMILE DENTAL CARE,"JL. RESIDEN H. AMALUDDIN NO. 10, DESA/KELURAHAN SIALANG, KEC. SAKO, KOTA PALEMBANG, SUMATERA SELATAN",0813 -8778-0818,PALEMBANG | rawat jalan | Sompo
OUB MEDIKA KLINIK PALEMBANG,JL. PADI JAYA NO 10 TEGAL BINANGUN PLAJU,812-7373-9262,PALEMBANG | rawat jalan | Sompo
OPTIK TUNGGAL PALEMBANG INDAH MALL,"PALEMBANG INDAH MALL UG NO. 71-72, JL. LETKOL ISKANDAR 71 -
72, 24 ILIR, KEC. BUKIT KECIL",0811-9001-5250,PALEMBANG | rawat jalan | Sompo
VIO OPTICAL PALEMBANG,"JL. MAYOR RUSLAN NO. 04, RT. 023, RW. 007",0878-7159-7111,PALEMBANG | rawat jalan | Sompo
RS AT MEDIKA,"JL.  ANDI JEMMA, NO.09",0471-21596 / 08529949933|,PALOPO | rawat inap | rawat jalan | Sompo
RS BINTANG LAUT,"JL. KH.M KASYIM NO.5 SABBANGPARU, WARA UTARA, PATTENE","085 145 312 345 / 0471-
21302/21059",PALOPO | rawat inap | rawat jalan | Sompo
KLINIK PRODIA PALOPO,"JL.  ANDI DJEMMA NO. 53, PALOPO",0471-327467 / 08510475058,PALOPO | rawat jalan | Sompo
RSU SITI MADYANG,"JL. ANDI KAMBO NO.87
KEL.SALEKOE, KEC.WARA TIMUR",0471-24227 / 085345326077,PALOPO | rawat inap | rawat jalan | Sompo
RS MUJAISYAH,"JL. DR.RATULANGI.KM.5 BALANDAI, BARA, TEMMALEBBA",0471-3311727 / 081355917500,PALOPO | rawat inap | rawat jalan | Sompo
RS MEGA BUANA,JL. ADNI DJEMMA NO.138,0471-22266,PALOPO | rawat inap | rawat jalan | Sompo
APOTEK KF PALOPO,"JL. KELAPA NO.86 KELURAHAN DENGRAKKO, WARA",08114143456 / 04713206970,PALOPO | rawat jalan | Sompo
"RSUD
SAWERIGADING PALOPO","JL. DR. RATULANGI KM.7,
RAMPOANG, TOBULUNG, BARA, TOBULUNG, BARA",0471-3312133,PALOPO | rawat inap | rawat jalan | Sompo
KLINIK KF.PALOPO,JL. KELAPA NO.86,0811-4143-456,PALOPO | rawat jalan | Sompo
RSUD DR PALEMMAI TANDI,"JL. SAMIUN NO. 2 AMASANGAN, WARA, KOTA PALOPO",0471-3201143,PALOPO | rawat inap | rawat jalan | Sompo
OPTIK MELAWAI JALAN KELAPA PALOPO,"RUKO JALAN KELAPA NO. 27 , KEL. LAGALIGO, KEC. WARA, KOTA PALOPO",0815-8532-6846,PALOPO | rawat jalan | Sompo
RSU WOODWARD (BALA KESELAMATAN),JL.  LH. WOODWARD NO.1,"0451-421769, 423744",PALU | rawat inap | rawat jalan | Sompo
APOTEK KF 0449 TATURA,"JL. WOLTER MONGINSIDI NO 46, PALU SELATAN, TATURA SELATAN, PALU",0451-429832/085255660404,PALU | rawat jalan | Sompo
APOTEK KF 0390,"JL. SETIABUDI NO.48 A, BESUSU TIMUR, PALU TIMUR, PALU",0451-425132/081354588058,PALU | rawat jalan | Sompo
KLINIK PRODIA PALU,"JL.  S. PARMAN NO. 16, PALU 94111",0451-451639,PALU | rawat jalan | Sompo
APOTEK KF PEL. 25 RSUD UNDATA,JL. DR. SUHARSO NO. 14 PALU,0451-424923,PALU | rawat jalan | Sompo
APOTEK KF 328 MEGATAMA,JL. KANGKUNG NO. 12 PALU,0451-465345,PALU | rawat jalan | Sompo
APOTEK KF 0490 DEWI SARTIKA,"JL. DEWI SARTIKA NO 37, BIROBULI SELATAN,PALU SELATAN, PALU",0451-487200,PALU | rawat jalan | Sompo
APOTEK KF 0636 TOWUA,"JL. TOWUA RUKO NO. 1, TATURA SELATAN, PALU SELATAN, PALU",0461-488441/081245018038,PALU | rawat jalan | Sompo
"OPTIK
INTERNASIONAL PALU 1",JL. WOLTER MONGINSIDI NO. 67,0451-455124,PALU | rawat jalan | Sompo
OPTIK TUNGGAL PALU GRAND MAL (PGM),"JL.DIPONEGORO & JL.CUMI-CUMI NO.77, BUMI BAHARI",0451-4134 604,PALU | rawat jalan | Sompo
APOTEK KF 25 (BM PALU) - MARTADINATA,"JL. MARTADINATA RUKO SQUARE BLOK A NO.2, TONDO",0451-4131458,PALU | rawat jalan | Sompo
OPTIK MELAWAI PALU GRAND MALL,"JL. CUMI-CUMI NO.77, PALU GRAND MALL GF-17, PALU","0451-8447528 / 4134615, 0855-
1837-355",PALU | rawat jalan | Sompo
RS SAMARITAN PALU,JL. TOWUA NO. 77,0451-4010925 / 085394936390,PALU | rawat inap | rawat jalan | Sompo
RSIA NASANA PURA,"JL. H.M SOEHARTO NO. 10, KEL. PETOBO, KEC. PALU SELATAN",0451-488122,PALU | rawat inap | rawat jalan | Sompo
KLINIK SPESIALIS MATA SMEC PALU,"JL. DR.ABDURRAHMAN SALEH NO.92 BIROBULI UTARA, PALU SELATAN",0451-18209001,PALU | rawat jalan | Sompo
"MAXIMA
LABORATORIUM CABANG PALU","JL. S.PARMAN NO.24 A-B BESUSU TENGAH, PALU TIMUR",0451-425888,PALU | rawat jalan | Sompo
KLINIK KF.PARIGI,JL. TRANS SULAWESI NO.151 LEBO,0450-2325808,PALU | rawat jalan | Sompo
APOTEK KF POS SUDIRMAN,JL. JENDRAL SUDIRMAN NO. 11,82191570921,PALU | rawat jalan | Sompo
"APOTEK KF
MONGONSIDI PALU",JL. WOLTER MONGINSIDI NO 46 PAALU,82259169013,PALU | rawat jalan | Sompo
APOTEK KF I GUSTI NGURAH RAI,JALAN I GUSTI NGURAH RAI PALU NO 139,82293741115,PALU | rawat jalan | Sompo
APOTEK KF BASUKI RAHMAT,JL BASUKI RAHMAT NO 21 A,82187277823,PALU | rawat jalan | Sompo
APOTEK KF VETERAN PALU,JL. VETERAN NO.93,81216357498,PALU | rawat jalan | Sompo
RS BHAYANGKARA PALU,"JL. DR. SUHARSO III, NO. 2, DESA/KELURAHAN BESUSU
BARAT, KEC. PALU TIMUR, KOTA PALU",0451-429714,PALU | rawat inap | rawat jalan | Sompo
KLINIK KF MONGONSIDI,JL. WOLTER MONGINSIDI NO. 46 PALU,0822-9244-4741,PALU | rawat jalan | Sompo
OPTIK MELAWAI EMMY SAELAN PALU,JL. EMMY SAELAN NO. 42,0815-1987-6857,PALU | rawat jalan | Sompo
RS LARASATI,"JL.  MANDILARAS, NO.74, PAMEKASAN",0324-328305,PAMEKASAN | rawat inap | rawat jalan | Sompo
APOTEK KF 0274 PAMEKASAN,"JL. DIPONEGORO NO. 4,
BARURAMBAT KOTA, PAMEKASAN",0324-611332/081259456914,PAMEKASAN | rawat jalan | Sompo
"OPTIK
INTERNASIONAL PAMEKASAN 1",KOMPLEK CITRA LOGAM MULIA BLOK C 56 JL. KABUPATEN NO. 6 PAMEKASAN-MADURA,0324-326708,PAMEKASAN | rawat jalan | Sompo
"OPTIK
INTERNASIONAL PAMEKASAN 2",JALAN TRUNOJOYO NO.45- PAMEKASAN,0324-611015,PAMEKASAN | rawat jalan | Sompo
KUSUMA HOSPITAL PAMEKASAN,"JL. BONOROGO NO.3, TAMAN, LAWANGAN DAYA, PADEMAWU, PAMEKASAN",0324-3510248,PAMEKASAN | rawat inap | rawat jalan | Sompo
KLINIK DIFFA,JL. RAYA LABUAN KM.12 CIPUTRI MENES,0253-502161-|,PANDEGLANG | rawat jalan | Sompo
KLINIK ALFURQON,"JL.  RAYA LABUAN KM 2
TOROGONG MARGASANA - PANDEGLANG",0253-5808100,PANDEGLANG | rawat jalan | Sompo
KLINIK ALINDA HUSADA,JL.  RAYA TANJUNG LESUNG KM. 1 PANIMBANG - PANDEGLANG,"0253-5806781; 081399366841;
087772714887",PANDEGLANG | rawat jalan | Sompo
RS SHL,"JL. AMD LINTAS TIMUR CIPACUNG, KADUHEJO",0253-206994 / 0253-5555355,PANDEGLANG | rawat inap | rawat jalan | Sompo
RSIA PERMATA IBUNDA,JL. STADION BADAK NO. 20 SARUNI MAJASARI. PANDEGLANG,(0253)201342,PANDEGLANG | rawat inap | rawat jalan | Sompo
KLINIK BOUGENVILLE,"JL. RAYA LABUAN KM.1 KARATON, MAJASARI",0253-205911,PANDEGLANG | rawat jalan | Sompo
KLINIK KRAKATAU MEDIKA PANDEGLANG,"JL. RAYA LABUAN KM 5, DESA PALURAHAN, KEC. KADUHEJO KAB. PANDEGLANG",087872893444,PANDEGLANG | rawat jalan | Sompo
RS ALINDA HUSADA,"JL. RAYA PANIMBANG TANJUNG, KM.1, PANIMBANGJAYA, LABUAN",0253-5806781,PANDEGLANG | rawat inap | rawat jalan | Sompo
APOTEK KF A.YANI PANDEGLANG,JL. RAYA JENDERAL ACHMAD YANI CURUG SAWER PANDELANG,0253-5554124,PANDEGLANG | rawat jalan | Sompo
APOTEK KF PANGANDARAN,JL. MERDEKA NO.138,85720412611,PANGANDARAN | rawat jalan | Sompo
OPTIK TAUFIQ PANGANDARAN,"RAYA PANGANDARAN NO.KM 1, PANANJUNG, KEC.
PANGANDARAN, KAB.
PANGANDARAN, JAWA BARAT",0265-745412,PANGANDARAN | rawat jalan | Sompo
"OPTIK TAUFIQ RAS PARIGI
PANGANDARAN",JL. RAYA PARIGI TIMUR ( DEPAN SMPN 1 PARIGI ) PANGANDARAN JAWA BARAT,0265-774404,PANGANDARAN | rawat jalan | Sompo
OPTIK LATANSA PANGANDARAN,"JL. RAYA CIJULANG,
DESA/KELURAHAN WONOHARJO, KEC. PANGANDARAN, KAB.
PANGANDARAN, JAWA BARAT",0812-2387-4048,PANGANDARAN | rawat jalan | Sompo
APOTEK KF PANGKEP,JL. KEMAKMURAN KEL. MAPPASAILE KAB. PANGKAJENE,0410-2412801,PANGKAJENE KEPULAUAN | rawat jalan | Sompo
KLINIK KF.PANGKEP,JL. KEMAKMURAN,0410-2412801,PANGKAJENE KEPULAUAN | rawat jalan | Sompo
SUN CLINIC,"EL-JOHN PLAZA, JL. SUKARNO HATTA, NO.208",0717-4297888|,PANGKAL PINANG | rawat jalan | Sompo
RS BAKTI TIMAH PANGKAL PINANG,JL.  BUKIT BARU NO.1 PANGKAL PINANG,0717-421091,PANGKAL PINANG | rawat inap | rawat jalan | Sompo
APOTEK KF.0118,"JL. A.YANI, P.PINANG",0717-436762,PANGKAL PINANG | rawat jalan | Sompo
"OPTIK
INTERNASIONAL PANGKAL PINANG 1",JL. SUKARNIO HATTA NO.282 PANGKAL PINANG,0717-438646/4256645,PANGKAL PINANG | rawat jalan | Sompo
RSIA MUHAYA,"JL. JEND SUDIRMAN NO. 18, TAMAN BUNGA, GERUNGGANG, KEP BANGKA BLITUNG",0717-436997,PANGKAL PINANG | rawat inap | rawat jalan | Sompo
KLINIK PRODIA PANGKAL PINANG,JL. KH. ABDURRAHMAN SIDDIQ NO.176 BANGKA,0717-438232 / 438766,PANGKAL PINANG | rawat jalan | Sompo
APOTEK KF 0503 SUTA,"JL. S SOEKARNO HATTA BB
TOWER NO. 7 B, BUKIT BESAR, GIRIMAYA, PANGKALPINANG",0717-4256803/08117853185,PANGKAL PINANG | rawat jalan | Sompo
APOTEK KF 0540 SEMABUNG,"JL. DEPATI HAMZAH NO. 31 SEMABUNG LAMA BUKIT INTAN, SEMABUNG LAMA, BUKIT INTAN,
PANGKALPINANG",0717-437259/08117853186,PANGKAL PINANG | rawat jalan | Sompo
"APOTEK KF.PEL029 RSUD PANGKAL
PINANG","JL. SOEKARNO HATTA, KOMPLEKS RSUD DEPATI HAMZAH, BUKIT INTAN",0717-423012,PANGKAL PINANG | rawat jalan | Sompo
OPTIK MELAWAI PANGKAL PINANG BANGKA,LT. DASAR PINTU UTAMA,"0717-421515, 0855-1837-320",PANGKAL PINANG | rawat jalan | Sompo
RSIA RONA PANGKAL PINANG,"JL. K.H. HASAN BASRI SULAIMAN NO. 20 RT/RW. 01/01, TAMAN SARI PANGKAL PINANG",0717-438450,PANGKAL PINANG | rawat inap | rawat jalan | Sompo
KLINIK SALAM SARMA,"JL. MASJID JAMIK NO.29 KEL.MASJID JAMIK,
KEC.RANGKUI",0717-9109530|0717 9140 32,PANGKAL PINANG | rawat jalan | Sompo
"OPTIK MELAWAI TRANSMART
PANGKAL PINANG","LT. GF-9A JL. JEND.SUDIRMAN NO.51B TAMAN BUNGA,
GERUNGGANG","0717-9114097 / 421515, 0815-1046-
5530",PANGKAL PINANG | rawat jalan | Sompo
OPTIK MELAWAI RUKO SOEKARNO HATTA PANGKAL PINANG,"JL. SOEKARNO HATTA (JLN. MAYOR SYAFIRI RACHMAN ) NO. 4-5 KEL. BUKIT INTAN KEC.
GIRIMAYA, KOTA PANGKAL
PINANG, PROPINSI KEPULAUAN BANGKA BELITUNG",0815-1944-5057,PANGKAL PINANG | rawat jalan | Sompo
RUMAH SAKIT RHANAKA KOTA PANGKALPINANG,"JL. M. SALEH ZAINUDIN, KEL. GABEK, KEC. GABEK",0813-9758-8616,PANGKAL PINANG | rawat inap | rawat jalan | Sompo
RS FATIMA PARE- PARE,JL. ILHAMV KOTAK POS 12,0421-21847/22181/21890,PAREPARE | rawat inap | rawat jalan | Sompo
RSUD ANDI MAKKASAU,JL. N. NURUSSAMAWATI NO.09 - PAREPARE,0421-21823,PAREPARE | rawat inap | rawat jalan | Sompo
KLINIK PRODIA PARE PARE,"JL.  ANDI MAPPATOLA NO. 7, PARE-PARE 91114",0421-22265 / 7007433,PAREPARE | rawat jalan | Sompo
APOTEK KF 9- NURUSSAMAWATI,"JL. NURUSSAMAWATI NO. 09 , PARE-PARE",,PAREPARE | rawat jalan | Sompo
APOTEK KF 248 (GELORA),JL.BAU MASSEPE NO.404,0421-21892,PAREPARE | rawat jalan | Sompo
KLINIK KF.0248 - GELORA PARE,JL. BAU MASSEPE NO. 404,0421-21892,PAREPARE | rawat jalan | Sompo
APOTEK KF.ANDI PARE-PARE,"JL. ANDI MAKKASAU NO.26, UJUNG SABBANG, KEC. UJUNG, KOTA PAREPARE, SULAWESI SELATAN 91114",8114154234,PAREPARE | rawat jalan | Sompo
RSUD DR HASRI AINUN HABIBIE PARE-PARE,"JL. LATASAKKA TONRANGENG, PAREPARE",0811-4260-1939,PAREPARE | rawat inap | rawat jalan | Sompo
OPTIK MELAWAI RUKO BAU MASSEPE PAREPARE,"JL BAU MASSEPE I NOMOR 245 - 247, KEL. LABUKKANG, KEC. UJUNG, KOTA PAREPARE
PROPINSI SULAWESI SELATAN",0815-8532-6845,PAREPARE | rawat jalan | Sompo
RS TAMAR MEDICAL CENTER,JL. BASUKI RAHMAT NO.1 KEL. KARAN AUR KEC. PARIAMAN TENGAH,0751-93277,PARIAMAN | rawat inap | rawat jalan | Sompo
OPTIK R3,"JL. SOEKARNO HATTA NO 42B, TOBOH PALABAH, KEC
PARIAMAN SELATAN",0813-6380-0500,PARIAMAN | rawat jalan | Sompo
OPTIK SURYA PARIAMAN,"JL. AHMAD YANI NO. 40 KEC. PARIAMAN TENGAH, PARIAMAN, SUMATERA BARAT",0812-6614-0288,PARIAMAN | rawat jalan | Sompo
KLINIK UTAMA PERMATA BUNDA (IBU DAN ANAK),"JALAN KS TUBUN, NO. 04,
DESA/KELURAHAN KAMPUNG
JAWA I, KEC. PARIAMAN TENGAH, KOTA PARIAMAN, SUMATERA BARAT",0821-7305-3435,PARIAMAN | rawat jalan | Sompo
 , ,,Sompo
 , ,,Sompo
APOTEK KF PARIGI,"JL. TRANS SULAWESI NO.151
BANTAYA, PARIGI MOUTONG",0450-2325808,"PARIGI
MOUTONG | rawat jalan | Sompo"
RS ISLAM IBNU SINA PANTI YARSI,"JL. LINTAS MEDAN BUKITTINGGI KAMPUNG CENGKEH NO. 86 PANTI, PASAMAN, SUMATERA BARAT",0753-335066,PASAMAN | rawat inap | rawat jalan | Sompo
OPTIK KURNIA,"JL. SUDIRMAN NO. 86, PAUAH, KEC. LUBUK SIKAPING,
KABUPATEN PASAMAN",0813-7426-0393,PASAMAN | rawat jalan | Sompo
APOTEK KF PASAMAN,"JL. JEND. SUDIRMAN PASAMAN BARAT, LINGKUNG AUA, PASAMAN, PASAMAN BARAT",0753-65652/085805222697,PASAMAN BARAT | rawat jalan | Sompo
"KLINIK UTAMA
GAUTAMA MEDICAL CARE","JL. PROF. HAMKA JL. RAYA SP. EMPAT NO.33, LINGKUANG AUA, PASAMAN BARAT",0813-6347-7008,PASAMAN BARAT | rawat jalan | Sompo
"KUSUMA MEDICAL CENTER
BATUKAJANG",JL. NEGARA KM.141 RT 09C PASER,0543-5230262/082149630501,PASER | rawat jalan | Sompo
APOTEK KF GROGOT,"JL. PENGERAN HIDAYAT TANA GROGOT, TANA PASER",0543-5220966/ 08115962461,PASER | rawat jalan | Sompo
KLINIK ATHIRAH,JL. NEGARA KM. 140 NO. 09 RT. 009 KEC BATU SOPANG KAB PASER KALTIM,081257436633 / 081255578967,PASER | rawat jalan | Sompo
"KLINIK TIRTA
MEDICAL CENTER BATUSOPANG","JL. NEGARA DESA SONGKA RT 06, BATUSOPANG, PASER - KALTIM",081349554990 / 082123837656,PASER | rawat jalan | Sompo
KLINIK KF.GROGOT,JL. PANGERAN HIDAYAT RT.004 RW.003,0543-5220966,PASER | rawat jalan | Sompo
APOTEK KF SIMPANG PAIT,"JL. PROVINSI KM 90 RT 7 SIMPANG PAIT, KECAMATAN LONG IKIS KABUPATEN PASER",8115995894,PASER | rawat jalan | Sompo
KLINIK SEKATA MEDICAL CENTER BATU KAJANG,JL. NEGARA KM.142 RT 24 DESA BATU KAJANG KEC. BATU SOPAN,0821-5020-4520,PASER | rawat jalan | Sompo
BE HOPE CLINIC,JL. JEND.SUDIRMAN NO.15 TANAH GROGOT KAB.PASER,0543-5304800,PASER | rawat jalan | Sompo
KLINIK UTAMA ALMA MEDIKA,"JLN. KAPTEN PIERE TENDEAN
NO. 137 B, KEL. TANAH GROGOT, KEC. TANAH GROGOT,
KABUPATEN PASER, KALIMANTAN TIMUR",0853-4726-3002,PASER | rawat jalan | Sompo
RS ISLAM MASYITHOH,"JL.  A. YANI, NO.6",0343-741018,PASURUAN | rawat inap | rawat jalan | Sompo
RS MITRA SEHAT MEDIKA,JL. BY PASS NO.6 PANDAAN,0343-636064,PASURUAN | rawat inap | rawat jalan | Sompo
LAB KLINIK SEJAHTERA PASURUAN,"JL.  DR. WAHIDIN
SUDIROHUSODO NO. 166 PASURUAN",0335-417162,PASURUAN | rawat jalan | Sompo
APOTEK KF 0165 PASURUAN,"JL. DR.WAHIDIN SEL. NO.59 , PURUTREJO, PURWOREJO",0343-426342/081252221864,PASURUAN | rawat jalan | Sompo
"OPTIK
INTERNASIONAL PASURUAN 2",JL.P.SUDIRMAN NO.40 PASURUAN,0343-425606,PASURUAN | rawat jalan | Sompo
"OPTIK
INTERNASIONAL PASURUAN 1",JL. RUKO PASAR BESAR BLOK A NO. 30- PASURUAN,0343-427002,PASURUAN | rawat jalan | Sompo
"OPTIK
INTERNASIONAL PASURUAN 3",JL. KH. WAHID HASYIM NO. 12 D- E NUSANTARA SQUARE PASURUAN,0343-5614276,PASURUAN | rawat jalan | Sompo
"OPTIK
INTERNASIONAL PURWOSARI","RUKO PURWOSARI BUSINESS CENTRE BLOK E/5. JL.RAYA
PURWOSARI - PURWOSARI PASURUAN",0343-614605,PASURUAN | rawat jalan | Sompo
"OPTIK
INTERNASIONAL PANDAAN",JL. RA KARTINI NO.5 KEC. PANDAAN KAB. PASURUAN,0343-631952,PASURUAN | rawat jalan | Sompo
RS ASIH ABYAKTA,"JL. RAYA SURABAYA - MALANG KM 42 NO.88 KEPULUNGAN
GEMPOL",0343-6741937,PASURUAN | rawat inap | rawat jalan | Sompo
RS SAHABAT PASURUAN,"JL. SURABAYA - MALANG KM.50, SUWAYUWO, SUKOREJO",0343-639625,PASURUAN | rawat inap | rawat jalan | Sompo
RS PRIMA HUSADA SUKOREJO,"JL. RAYA SURABAYA - MALANG KM 54, LEMAHBANG, SUKOREJO",0343-6745000,PASURUAN | rawat inap | rawat jalan | Sompo
"KLINIK RAWAT INAP MEDIKA SUDIRMAN
UTAMA","JL. PANGLIMA SUDIRMAN NO. 118, KOTA PASURUAN",0343-410505,PASURUAN | rawat jalan | Sompo
KLINIK AL-AZIZ,"JL. AIRLANGGA, PURWOREJO, PANGGUNGREJO",0343-423585/0343-423390,PASURUAN | rawat jalan | Sompo
RS GRAHA SEHAT MEDIKA,"JL. AHMAD YANI NO.15 KEL. KARANGKETUG, KEC.
GADINGREJO, KOTA PASURUAN",0343-5611000,PASURUAN | rawat inap | rawat jalan | Sompo
KLINIK AL FATTAH,"JL. PATIUNUS NO.17, KRAMPYANGAN, KEC. BUGULKIDUL",0343-5611315,PASURUAN | rawat jalan | Sompo
RSUD BANGIL,JL. RAYA RACI - BANGIL KAB. PASURUAN,0343-744900 / 744940,PASURUAN | rawat inap | rawat jalan | Sompo
RS MATA PASURUAN,"JL. NGOPAK NO.56 DUSUN KRAWAN, DESA KEDAWUNG WETAN, KEC. GRATI",0343-4509000 / 08113734900,PASURUAN | rawat inap | rawat jalan | Sompo
