nama_rumah_sakit,alamat,telp,text
RS. PERTAMINA TANJUNG,"Jl. Gas Komperta, Murung Pudak, Tanjung, Belimbing",0526-2022550,KALIMANTAN | TABALONG | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
KLINIK SURYA MEDIKA SATUI,"Jl Propinsi KM.167, Sungai Danau, Kec Satui, Kabupaten
Tanah Bumbu, Kalimantan Selatan 72275",0512-61717,KALIMANTAN | TANAH BUMBU | CLINIC | YES | NO | NO | CORPORATE | MSIG
"LABORATORIUM KLINIK PRODIA
TARAKAN",JL. YOS SUDARSO NO. 12 RT 11 TARAKAN,0551-33150,"KALIMANTAN | TARAKAN | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
"LABORATORIUM KLINIK PRODIA
PANGKAL PINANG",JL. KH ABDURRAHMAN SIDDIQ NO.176,0717-438766,"KEP BANGKA
BELITUNG | BANGKA | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
RS. UTAMA,"JL. JENDERAL SUDIRMAN KM. 03 RT 019 RW 008 KEL. LESUNG BATANG, KOTA TANJUNGPANDAN BANGKA
BELITUNG-33412",0719-9222212,KEP BANGKA BELITUNG | BANGKA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
KLINIK MEDIKA STANNIA BELINYU,"Jl. Depati Amir No. IE Bukit Ketok Belinyu, Prov. Kepulauan
Bangka Belitung",0715-321365,"KEP BANGKA
BELITUNG | BANGKA | CLINIC | YES | NO | NO | CORPORATE | MSIG"
RS. BAKTI TIMAH MUNTOK,"Jl. Raya Timah Komp. Pusmet, Muntok, Prov. Kepulauan
Bangka Belitung",0716-21008,"KEP BANGKA
BELITUNG | BANGKA BARAT | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG"
"KLINIK BAKTI TIMAH PARIT TIGA
JEBUS","Jl. Raya Parit Tiga, Jebus - Bangka Barat, Prov. Kepulauan
Bangka Belitung",0715-351143,"KEP BANGKA
BELITUNG | BANGKA BARAT | CLINIC | YES | NO | NO | CORPORATE | MSIG"
KLINIK BAKTI TIMAH TOBOALI,"Jl. Jendral Sudirman 227, Toboali Bangka Selatan, Prov.
Kepulauan Bangka Belitung",0718-41771,"KEP BANGKA
BELITUNG | BANGKA
SELATAN | CLINIC | YES | NO | NO | CORPORATE | MSIG"
"SILOAM HOSPITALS BANGKA
BELITUNG","JL. SOEKARNO HATTA KM 5 KAB. BANKGA TENGAH 33684 -
BANGKA BELITUNG",0717-9190900,"KEP BANGKA
BELITUNG | BANGKA
TENGAH | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG"
"KLINIK BAKTI TIMAH TANJUNG
PANDAN","Jl. Melati No. 32 Kelurahan Parit, Kecamatan Tanjung Pandan,
Belitung, Prov. Kepulauan Bangka Belitung",0719-21865,"KEP BANGKA
BELITUNG | BELITUNG | CLINIC | YES | NO | NO | CORPORATE | MSIG"
"KLINIK PRATAMA BAKTI TIMAH
MANGGAR","Jl. Gajah Mada No. 146 Desa Lalang Manggar, Kab. Belitung
Timur",0719 – 9225910,"KEP BANGKA
BELITUNG | BELITUNG
TIMUR | CLINIC | YES | NO | NO | CORPORATE | MSIG"
RS. BAKTI TIMAH PANGKAL PINANG,JL. BUKIT BARU PANGKAL PINANG,"0717-
421091/433026",KEP BANGKA BELITUNG | PANGKAL PINANG | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
"LABORATORIUM KLINIK PRODIA
TANJUNG PINANG","Jl. Ir. Sutami, Ruko Villa Akasia No. 20",0771-22254,"KEP BANGKA
BELITUNG | PANGKAL
PINANG | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
KLINIK INTAN MEDIKA,"Jl. Giok 1 No. 77, Kel. Batu Intan",0717-434099,"KEP BANGKA
BELITUNG | PANGKAL
PINANG | CLINIC | YES | NO | NO | CORPORATE | MSIG"
SUN CLINIC,"El Jhon Plaza, Jl. Jend Sudirman No. 208 Pangkal Pinang",0717-4297888,"KEP BANGKA
BELITUNG | PANGKAL
PINANG | CLINIC | YES | NO | NO | CORPORATE | MSIG"
PRIMAYA HOSPITAL BHAKTIWARA,"Jl. Solihin GP Kel. Gajah Mada No.180, Asam, Kec. Rangkui, Kota Pangkal Pinang, Kepulauan Bangka Belitung",0717-422605,KEP BANGKA BELITUNG | PANGKAL PINANG | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
KLINIK PRODIA PANGKAL PINANG,"Jl. Abdurrahman Siddik No. 176 RT 02/01, Kota
Pangkalpinang, Kepulauan Bangka Belitung 33127",(0717) 438766,"KEP BANGKA
BELITUNG | PANGKAL
PINANG | CLINIC | YES | NO | NO | CORPORATE | MSIG"
OPTIK MELAWAI RUKO SOEKARNO HATTA PANGKAL PINANG,JL. SOEKARNO HATTA (JLN. MAYOR SYAFIRI RACHMAN ) NO. 4-5 KEL. BUKIT INTAN KEC. GIRIMAYA,81519445057,KEP BANGKA BELITUNG | PANGKAL PINANG | OPTIC | YES | NO | NO | CORPORATE | MSIG
RS. BAKTI TIMAH KARIMUN,"Jl. Canggai Putri, Kelurahan Teluk Uma, Kecamatan Tebing,
Kabupaten Karimun Prov. Kep.Riau",0777-7367085,KEP RIAU | KARIMUN | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
APOTEK KIMIA FARMA 109,"JL MT. HAROYO KM 3,5 TANJUNG PINANG",85272416622,"KEP RIAU | TANJUNG
PINANG | APOTEK | YES | NO | NO | CORPORATE | MSIG"
APOTEK KIMIA FARMA 169,JL BRIGJ. KATAMSO TANJUNG PINANG,85272416622,"KEP RIAU | TANJUNG
PINANG | APOTEK | YES | NO | NO | CORPORATE | MSIG"
RS. BUMI WARAS,JL. MONGINSIDI NO. 235,0721-2545899,"LAMPUNG | BANDAR
LAMPUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG"
RS. IMMANUEL WAY HALIM,"JL. SOEKARNO HATTA NO. 1 WAY HALIM TROMOL POS I
TANJUNG KARANG",0721-704900,"LAMPUNG | BANDAR
LAMPUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG"
RS. URIP SUMOHARJO,JL. URIP SUMOHARJO NO. 200 SUKARAME,"0721-771322/
EXT 620","LAMPUNG | BANDAR
LAMPUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG"
OPTIK SEIS BOEMI KEDATON MALL,"LT.1 NO.L 32 JL. TEKU UMAR SULTAN AGUNG NO. KEDATON -
BANDAR LAMPUNG",0721-8015532,"LAMPUNG | BANDAR
LAMPUNG | OPTIC | YES | NO | NO | CORPORATE | MSIG"
"LABORATORIUM KLINIK PRODIA
LAMPUNG","Jl. Jendral Sudirman No. 120, Bandar Lampung","0721-
8017700/701","LAMPUNG | BANDAR
LAMPUNG | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
RS. PERTAMINA BINTANG AMIN,JL. PRAMUKA NO. 27,0721-273601,"LAMPUNG | BANDAR
LAMPUNG | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG"
RS. GRAHA HUSADA,JL. GAJAH MADA NO. 6 GH BANDAR LAMPUNG,0721-240000,"LAMPUNG | BANDAR
LAMPUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG"
RSIA. BUNDA ASY-SYIFA,"Jl. Dr. Susilo No 54 Pahoman, Bandar Lampung",0721-259259,"LAMPUNG | BANDAR
LAMPUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG"
RSIA. PURI BETIK HATI,JL. PAJAJARAN NO. 109 JAGABAYA BANDAR LAMPUNG,0721-787799,"LAMPUNG | BANDAR
LAMPUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG"
RSIA. BELLEZA KEDATON,JL. SULTAN HAJI LABUHAN RATU BANDAR LAMPUNG,0721-773333,"LAMPUNG | BANDAR
LAMPUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG"
"OPTIK INTERNASIONAL TANJUNG
KARANG 1",JL. PEMUDA NO. 29-C/33 BANDAR LAMPUNG,0721-253079,"LAMPUNG | BANDAR
LAMPUNG | OPTIC | YES | NO | NO | CORPORATE | MSIG"
"LABORATORIUM KLINIK PRAMITRA
BIOLAB INDONESIA",Jl Sultan Agung - Office Park No 15 - Way Halim Permai,627215611035,"LAMPUNG | BANDAR
LAMPUNG | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
"TELEMEDIKA HEALTH CENTER
LAMPUNG",JL. SULTAN AGUNG LAMPUNG,0721-704999,"LAMPUNG | BANDAR
LAMPUNG | CLINIC | YES | NO | NO | CORPORATE | MSIG"
"KLINIK PRODIA PAHOMAN
LAMPUNG",Jln Jend Sudirman no 120 Pahoman,(0721) 8017700,"LAMPUNG | BANDAR
LAMPUNG | LABORATORIU
M | YES | NO | NO | CORPORATE | MSIG"
RS. ADVENT BANDAR LAMPUNG,JL. TEUKU UMAR NO. 48 BANDAR LAMPUNG,0721-703459,"LAMPUNG | LAMPUNG
SELATAN | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG"
KLINIK DUA PUTRI JAYA,Jl.Ir.Sutami Km.30 Desa Malang Sari Tanjung Sari,81369367891,"LAMPUNG | LAMPUNG
SELATAN | CLINIC | YES | NO | NO | CORPORATE | MSIG"
"KLINIK LEMATANG MEDICAL
CENTER","JL. IR. SUTAMI KM 11 NO 135 DESA LEMATANG KEC.
TANJUNG BINTANG- LAMPUNG SELATAN 35361",0721-350145,"LAMPUNG | LAMPUNG
SELATAN | CLINIC | YES | NO | NO | CORPORATE | MSIG"
RS. HERMINA LAMPUNG,"Jl. Tulang Bawang No.21-23 Enggal, Bandar Lampung Kota
Bandar Lampung Indonesia",0721-240488,"LAMPUNG | LAMPUNG
TENGAH | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG"
"LABORATORIUM KLINIK KIMIA
FARMA LAMPUNG","Jl. Gajah Mada No. 56, Tanjung Karang Timur, Bandar
Lampung",0721-269901,"LAMPUNG | LAMPUNG
UTARA | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
RS. MITRA HUSADA PRINGSEWU,JL. JEND AHMAD YANI NO. 14 PRINGSEWU - LAMPUNG,0729-23792,LAMPUNG | PRINGSEWU | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. BHAKTI RAHAYU AMBON,Jl. Batu Kerbau Belakang RRI,0911-342746,MALUKU | AMBON | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
"LABORATORIUM KLINIK PRODIA
AMBON",JL. ANTHONY RHEBOK NO.1 B-C AMBON,0911-34807,"MALUKU | AMBON | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
SILOAM HOSPITALS AMBON,"JL. SULTAN HASANUDDIN, HATIVE KECIL, SIRIMAU",0911-3811900,MALUKU | AMBON | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
LABORATORIUM KLINIK PRODIA TERNATE,"JL. HASAN ESA NO 30, TERNATE","0921-
3111246/330267
8",MALUKU UTARA | TERNATE | LABORATORIU M | YES | YES | NO | CORPORATE | MCU | MSIG
"LABORATORIUM KLINIK PRODIA
BIMA",JL SOEKARNO HATTA NO.39D BIMA NTB,0374-646910,"NTB | BIMA | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
RSB. EXONERO,JL. PEMUDA NO. 16,0370-636454,NTB | MATARAM | HOSPITAL | YES | NO | NO | CORPORATE | MSIG
"LABORATORIUM KLINIK VI
DIAGNOSTIC","JL. CATUR WARGA NO 5A, MATARAM",0370-632548,"NTB | MATARAM | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
"LABORATORIUM KLINIK PRODIA
MATARAM","JL PEJANGGIK NO. 107, MATARAM 83231",0370-635010,"NTB | MATARAM | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
RS. HARAPAN KELUARGA MATARAM,JL. AHMAD YANI NO. 9 SELAGALAS MATARAM,0370-6177027,NTB | MATARAM | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
SILOAM HOSPITALS MATARAM,"JL. MAJAPAHIT NO. 10, KELURAHAN PAGESANGAN BARAT KEC. MATARAM KOTA MATARAM NUSA TENGGARA BARAT
83115",0370-623999,NTB | MATARAM | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
APOTEK KIMIA FARMA 134,"JL. PEJANGGIK NO 48D, MATARAM",81339549309,NTB | MATARAM | APOTEK | YES | NO | NO | CORPORATE | MSIG
APOTEK KIMIA FARMA GAJAH MADA,"JL. GAJAH MADA, MATARAM",81339549309,NTB | MATARAM | APOTEK | YES | NO | NO | CORPORATE | MSIG
"OPTIK SEIS LOMBOK EPICENTRUM
MALL","GROUND FLOOR NO. GF-11 JL. SRIWIJAYA NO. 333
MATARAM, LOMBOK",0370-6172076,NTB | MATARAM | OPTIC | YES | NO | NO | CORPORATE | MSIG
"LABORATORIUM KLINIK QUANTUM
MATARAM",JL. WR SUPRATMAN NO.18 KARANG MADAEN,0370 - 649123,"NTB | MATARAM | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
RSIA. PERMATA HATI MATARAM,"JL. MAJAPAHIT NO. 10 C MATARAM, NTB 83115",0370-6319999,NTB | MATARAM | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. RISA SENTRA MEDIKA MATARAM,"Jl. Pejanggik No.115, Cilinaya, Cakranegara, Kota Mataram,
Nusa Tenggara Bar. 83239","0370-625560 ext
401",NTB | MATARAM | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. BIOMEDIKA MATARAM,"Jl. Bung Karno No.143, Pagutan Bar., Kec. Mataram, Kota
Mataram, Nusa Tenggara Bar. 83117",0370-645137,NTB | MATARAM | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
"LABORATORIUM KLINIK PRODIA
KUPANG",JL. CAK DOKO NO. 52 85112,0380-821010,"NTT | KUPANG | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
APOTEK KIMIA FARMA 135,"JL DR MOH HATTA, NO 46, KUPANG",81339427978,NTT | KUPANG | APOTEK | YES | NO | NO | CORPORATE | MSIG
APOTEK KIMIA FARMA 101,"JL HEREWILA 38, KUPANG",81339427978,NTT | KUPANG | APOTEK | YES | NO | NO | CORPORATE | MSIG
APOTEK KIMIA FARMA LALAMENTIK,"JL. W. J. LALAMENTIK, KUPANG",81339427978,NTT | KUPANG | APOTEK | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS LIPPO PLAZA KUPANG,"GROUND FLOOR NO. GF-31 & 31A JL. VETERAN RT 06/05 KELURAHAN FATULULI, KECAMATAN OEBOBO KUPANG - NTT",0380-8439095,NTT | KUPANG | OPTIC | YES | NO | NO | CORPORATE | MSIG
SILOAM HOSPITALS KUPANG,JL. RW MANGINSIDI RT.014/004 FATULULI KUPANG,"0380-
8530900/853091
1",NTT | KUPANG | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
RS. CAROLUS BOROMEUS KUPANG,"Jl. HR. Koroh KM. 08 Belo, Kupang – NTT 85111",0380-8438504,NTT | KUPANG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. KARTINI KUPANG,"Jln. Frans Seda No. 17, Kupang",0380-831270,NTT | KUPANG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
SILOAM HOSPITALS LABUAN BAJO,"JL. GABRIEL GAMPUR RT 013/005 DUSUN V, KEC. KOMODO KAB. MANGGARAI BARAT, LABUAN BAJO","0385-
2381900/238191
1",NTT | MANGGARAI BARAT | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
"LABORATORIUM KLINIK PRODIA
MAUMERE","JL. EL TARI NO 18 KEC. MADAWAT, KEC ALOK KAB. SIKKA
MAUMERE",0382-21146,"NTT | SIKKA | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
RS. ISLAM SITI KHADIJAH PALEMBANG,"JL. DEMANG LEBAR DAUN, PAKJO","0711-
374440/356008",PALEMBANG | PALEMBANG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. RK. CHARITAS,JL. Jend. Sudirman No. 1054,"0711-
353374/353375",PALEMBANG | PALEMBANG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. PERTAMINA PRABUMULIH,"JL. KESEHATAN NO. 100 KOMPLEKS PERTAMINA
PRABUMULIH",0713-382742,PALEMBANG | PALEMBANG | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
RS. BUNDA PALEMBANG,Jl. DEMANG LEBAR DAUN No 70.,0711-311866,PALEMBANG | PALEMBANG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. HERMINA OPI JAKABARING,"Jl. Gubernur H. A Bastari No.16,Sungai Kedukan, Rambutan,",0711-3031520,PALEMBANG | PALEMBANG | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
LABORATORIUM KLINIK PRODIA PALEMBANG - BASUKI RACHMAT,"Jl. Basuki Rahmad No. 801, Palembang","0711-
411304/5610293",PALEMBANG | PALEMBANG | LABORATORIU M | NO | YES | NO | MCU | MSIG
"LABORATORIUM KLINIK KIMIA
FARMA PALEMBANG",Jl. Jendral Sudirman No. 2837 KM. 3.5 PALEMBANG,0711-5733516,"PALEMBANG | PALEMBANG | LABORATORIU
M | YES | NO | NO | CORPORATE | MSIG"
RS. HERMINA PALEMBANG,"JL. BASUKI RAHMAT NO. 897 RT 011/RW 003 KEL. ILIR II KEC
KEMUNING",0711-352525,PALEMBANG | PALEMBANG | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
"SILOAM HOSPITALS SRIWIJAYA
PALEMBANG","JL. POM IX KEL LOROK PAKJO KEC ILIR BARAT I PALEMBANG
30137",0711-5229100,PALEMBANG | PALEMBANG | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
APOTEK KIMIA FARMA 209,"JL LETKOL ISKANDAR NO.222, PALEMBANG",8127030524,PALEMBANG | PALEMBANG | APOTEK | YES | NO | NO | CORPORATE | MSIG
APOTEK KIMIA FARMA 118,"JL A. YANI, P. PINANG",0717-436762,PALEMBANG | PALEMBANG | APOTEK | YES | NO | NO | CORPORATE | MSIG
"OPTIK SEIS PALEMBANG INDAH
MAL","FIRST FLOOR NO. 60-61 JL. LETKOL ISKANDAR NO.18
PALEMBANG",0711-7623080,PALEMBANG | PALEMBANG | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS PALEMBANG ICON,"LANTAI UG NO. 25 JL. POM IX, PALEMBANG",0711-5649492,PALEMBANG | PALEMBANG | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS OPI MALL,JL. GUBERNUR H.A BASTARO JAKABARING- PALEMBANG,0711-5624047,PALEMBANG | PALEMBANG | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS PALEMBANG SQUARE,"LANTAI 2 NO. 155 JL. ANGKATAN NO. 45 KEL. LOROK PAKJO
KEC. ILIR",0711-380021,PALEMBANG | PALEMBANG | OPTIC | YES | NO | NO | CORPORATE | MSIG
RS. MYRIA,"JL. KOLONEL HAJI BURLIAN NO. 228 KM. 7 PALEMBANG
30152",0711-411610,PALEMBANG | PALEMBANG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
LABORATORIUM KLINIK PRAMITA PALEMBANG - AHMAD DAHLAN,JL. KH. AHMAD DAHLAN NO. 70,0711-314677,PALEMBANG | PALEMBANG | LABORATORIU M | YES | YES | NO | CORPORATE | MCU | MSIG
LABORATORIUM KLINIK PRODIA PALEMBANG - VETERAN,"JL. VETERAN NO. 930 C2, 9 ILIR",0711-377239,PALEMBANG | PALEMBANG | LABORATORIU M | YES | YES | NO | CORPORATE | MCU | MSIG
LABORATORIUM KLINIK PRAMITA PALEMBANG - VETERAN,JL VETERAN NO 173,0711-379067,PALEMBANG | PALEMBANG | LABORATORIU M | YES | YES | NO | CORPORATE | MCU | MSIG
LABORATORIUM KLINIK PRAMITA PALEMBANG - AHMAD YANI,JL AHMAD YANI NO 88 PLAJU,0711-5620744,PALEMBANG | PALEMBANG | LABORATORIU M | NO | YES | NO | MCU | MSIG
KLINIK SILOAM JAKABARING,"Lippo Plaza Jakabaring Lt. GF No. 2, 5 dan 6, Jl. Gub H Bastari No.Kel, Silaberanti, Kecamatan Seberang Ulu I, Kota
Palembang, Sumatera Selatan 30267",(0711-5229150,PALEMBANG | PALEMBANG | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK PRODIA PALEMBANG,"Jl.Basuki Rahmat No.801, Palembang",(0711) 5610293,PALEMBANG | PALEMBANG | CLINIC | YES | NO | NO | CORPORATE | MSIG
RSIA. AZ ZAHRA PALEMBANG,"Jl. Brigadir Jenderal Hasan Khasim Nomor 1-2 Kelurahan Bukit Sangkal, Kec. Kalidoni, Kota Palembang",0711 - 822723,PALEMBANG | PALEMBANG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS PERMATA PALEMBANG,"Jl. Soekarno Hatta, Ilir Barat I palembang",0711-5260000,PALEMBANG | PALEMBANG | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
HAPPY DENTAL CLINIC CABANG PALEMBANG ICON MALL,"Palembang Icon Mall, 3rd Floor, Lorok Pakjo, Kec. Ilir Barat, I, Kota Palembang, Sumatera Selatan 30137",8179009191,PALEMBANG | PALEMBANG | HOSPITAL | YES | NO | NO | CORPORATE | MSIG
RS. DIAN HARAPAN,"JL. TERUNA BHAKTI KELURAHAN YABANSAI-DISTRIK HERAM
JAYAPURA PAPUA",0967-572325,PAPUA | JAYAPURA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
OPTIK SEIS MALL JAYAPURA,"LT.DASAR UNIT GF#12-13 JL.SAM RATULANGI, BAYANGKARA,
JAYAPURA UTARA",0967-5142006,PAPUA | JAYAPURA | CLINIC | YES | NO | NO | CORPORATE | MSIG
"LABORATORIUM KLINIK CITO
JAYAPURA",JL. ARGAPURA NO.11E PAPUA,0967-522080/81,"PAPUA | KAB. JAYAPURA | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
"LABORATORIUM KLINIK PRODIA
JAYAPURA",KOMPLEK RUKO POLIMAK NO.21 JL. ARDIPURA JAYAPURA,0967 - 5162008,"PAPUA | KAB. JAYAPURA | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
RS. PROVITA ( PAPUA ),"Jl. Sam Ratulangi No. 39 APO RT 05 RW 02 Kelurahan
Bhayangkara Kecamatan Jayapura Utara, Kota Jayapura, Provinsi Papua",0967-5162888,PAPUA | KAB. JAYAPURA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
"LABORATORIUM KLINIK CITO
MERAUKE",JL. RAYA MANDALA MULI NO. 293 MERAUKE,0971-325367,"PAPUA | MERAUKE | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
"KLINIK PURI HUSADA ( TIMIKA
HUSADA )",JL BUDI UTOMO KEL. INAUGA TIMIKA PAPUA,0901-322255,PAPUA | MIMIKA | CLINIC | YES | NO | NO | CORPORATE | MSIG
RS. KASIH HERLINA,"JL. A. YANI NO 37, TIMIKA",0901-321433,PAPUA | MIMIKA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. MITRA MASYARAKAT,"Jl. Caritas No.1, Timika Jaya, Mimika Baru, Kabupaten Mimika",0811-494-485,PAPUA | MIMIKA | HOSPITAL | YES | NO | NO | CORPORATE | MSIG
RS. TJANDRA MEDIKA,"Jl. Budi Utomo No .9, Kwamki, Mimika Baru, Kabupaten
Mimika",0901-3260687,PAPUA | MIMIKA | HOSPITAL | YES | NO | NO | CORPORATE | MSIG
RS. PERTAMINA SORONG,JL. A. YANI NO. 13,"0951-
321362/321581",PAPUA | SORONG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
"LABORATORIUM KLINIK PRODIA
SORONG","JL. JEND. AHMAD YANI, RUKO VINI VIDI VICI NO 7-8",0951-3178505,"PAPUA | SORONG | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
"OPTIK MELAWAI BASUKI RAHMAT
SORONG","Jl. Basuki Rahmat Km 9,5 No 6 Dan 7, Kel. Sawagumu, Kec.
Sorong Utara",81519943422,PAPUA | SORONG | OPTIC | YES | NO | NO | CORPORATE | MSIG
"OPTIK MELAWAI PARAGON SQUARE
SORONG","Paragon Square Sorong, Kel. Sawagumu, Kec. Sorong Utara
Sorong Papua Barat Daya 98412",81519725272,PAPUA | SORONG | OPTIC | YES | NO | NO | CORPORATE | MSIG
RS. AWAL BROS BATAM,JL. GAJAH MADA KAV. 1 BALOI BATAM,0778-431777,RIAU | BATAM | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
LABORATORIUM KLINIK PRODIA BATAM,"Komplek Mahkota Raya Blok E No. 12A- B, Batam, Jl Engku Putri, Batam Centre","0778-
7495735/749573
3",RIAU | BATAM | LABORATORIU M | NO | YES | NO | MCU | MSIG
"LABORATORIUM KLINIK KIMIA
FARMA BATAM","Jl. Imam Bonjol, Kampung Utama, Nagoya, Batam",0778-453602,"RIAU | BATAM | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
RS. SANTA ELISABETH BATAM,JL. ANGGREK BLOK II LUBUK BAJA BATAM,0778-457357,RIAU | BATAM | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RSIA. MUTIARA AINI,JL. BATU AJI II BLOK A NO.1 KEL. BULIANG KEC. BATU AJI,0778-332002,RIAU | BATAM | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
APOTEK KIMIA FARMA 59,"JL IMAM BONJOL, NO 1 NAGOYA, BATAM",8126196106,RIAU | BATAM | APOTEK | YES | NO | NO | CORPORATE | MSIG
APOTEK KIMIA FARMA 137,"KOMP.SAGULUNG MAS INDAH B3, BATAM",8126196106,RIAU | BATAM | APOTEK | YES | NO | NO | CORPORATE | MSIG
APOTEK KIMIA FARMA 230,"JL. PANBIL MALL BLOK A NO 5, BATAM",8126196106,RIAU | BATAM | APOTEK | YES | NO | NO | CORPORATE | MSIG
APOTEK KIMIA FARMA 413,"RUKO BOTANIA GARDEN BLOK A1/1C, BATAM",8126196106,RIAU | BATAM | APOTEK | YES | NO | NO | CORPORATE | MSIG
KLINIK MITRA HERMINE,KOMPLEK GMP BLOK G NO. 12 & 14 TANJUNG PIAYU,"0778-
7379180/EXT
201",RIAU | BATAM | CLINIC | YES | NO | NO | CORPORATE | MSIG
"OPTIK SEIS NAGOYA HILL
SUPERBLOCK","GF BLOK GR-05 NO. 10 KOMPLEK NAGOYA HILL SUPERB.
LOCK JL. TEUKU UMAR, NAGOYA",0778-7493693,RIAU | BATAM | OPTIC | YES | NO | NO | CORPORATE | MSIG
"OPTIK SEIS MEGA MALL BATAM
CENTRE","GROUND FLOOR NO. G 275 -276 JL . ENGKU PUTRI, BATAM",0778-473529,RIAU | BATAM | OPTIC | YES | NO | NO | CORPORATE | MSIG
