nama_rumah_sakit,alamat,telp,text
RS JUWITA,"JL. MAYOR MADMUIN HASIBUAN NO.78, MARGAHAYU, BEKASI TIMUR, BEKASI JAWA BARA",021-8829590,JAWA BARAT | KOTA BEKASI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS KARTIKA HUSADA JATI ASIH,"JL. RAYA JATIASIH NO.72, RT.004/RW.005, JATIASIH, KEC. JATIASIH, KOTA BEKASI, JAWA B",021-82435585/87,JAWA BARAT | KOTA BEKASI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS KARUNIA KASIH,"JL. RAYA JATIWARINGIN NO.133, JATIWARINGIN, PONDOKGEDE, KOTA BEKASI, JAWA BAR",021-8461970,JAWA BARAT | KOTA BEKASI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS KARYA MEDIKA BANTAR GEBANG,"JL. RAYA NAROGONG KM. 11, RT.002/RW.010, BANTARGEBANG, KOTA BEKASI, JAWA BAR",021-8254629 / 8254630,JAWA BARAT | KOTA BEKASI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS MASMITRA,"JL. JATI MAKMUR NO.40, RT.001/RW.011, JATIMAKMUR, KEC. PONDOKGEDE, KOTA BKS, J",021-84971766,JAWA BARAT | KOTA BEKASI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS MEKAR SARI,"JL. MEKAR SARI, RT.001/RW.010, BEKASI JAYA, KEC. BEKASI TIMUR., KOTA BEKASI, JAWA B",021-8802641 / 8813787 / 8,JAWA BARAT | KOTA BEKASI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PERMATA BEKASI,"JL. LEGENDA RAYA NO.9, MUSTIKA JAYA, MUSTIKAJAYA, KOTA BEKASI, JAWA BARAT",021-8254748,JAWA BARAT | KOTA BEKASI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PERMATA CIBUBUR,"JL. RAYA ALTERNATIF CIBUBUR NO. 6A, CILEUNGSI BEKASI, JAWA BARAT",021-8458806,JAWA BARAT | KOTA BEKASI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS RAWA LUMBU,"JL. DASA DARMA KAV. 20 - 23, RAWA LUMBU, BOJONG RAWALUMBU, KOTA BEKASI, JAWA",021-82422511 / 82422511,JAWA BARAT | KOTA BEKASI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS SANTA ELISABETH BEKASI,"JL. RAYA NAROGONG NO.202,KEMANG PRATAMA, BOJONG RAWALUMBU, RT.002/RW.00",021-82432082,JAWA BARAT | KOTA BEKASI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS TAMAN HARAPAN BARU,"JL. RAYA KALIABANG TENGAH NO. 2, RT. 04. RW. 023 ,PEJUANG, MEDAN SATRIA, KALIABA",021-88981055,JAWA BARAT | KOTA BEKASI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS ALTIUS HARAPAN INDAH,JL. HARAPAN INDAH BULEVAR SEKTOR V PUSAKA RAKYAT KEC. TARUMAYA BEKASI,(021) 30008877,JAWA BARAT | KOTA BEKASI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
BOGOR SENIOR HOSPITAL,"JL. RAYA TAJUR NO.168, RT.05/RW.04, MUARASARI, KEC. BOGOR SELATAN, KOTA BOGOR",0251-7556777,JAWA BARAT | KOTA BOGOR | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
KLINIK PRATAMA AUDY DENTAL BOGOR,"JL. PANDU RAYA NO.145 TEGAL GUNDIL, BOGOR",(0251) 8342780 / 0813888,JAWA BARAT | KOTA BOGOR | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
KLINIK UTAMA AUDY DENTAL BOGOR BARU,"JL. SHOLEH ISKANDAR NO.18B, KEDUNGBADAK, KEC. TANAH SAREAL, KOTA BOGOR, JAW",8118802042,JAWA BARAT | KOTA BOGOR | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS AZRA,"JL. RAYA PAJAJARAN NO.219, BANTARJATI, BOGOR UTARA, KOTA BOGOR, JAWA BARAT",0251-8318456,JAWA BARAT | KOTA BOGOR | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS ISLAM BOGOR,"JL. PERDANA RAYA NO.22, RT.01/RW.10, KEDUNGBADAK, KEC. TANAH SAREAL, KOTA BO",0251-316822 / 347139,JAWA BARAT | KOTA BOGOR | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS JULIANA,"JL. RAYA TAJUR NO.75, TAJUR, BOGOR TIMUR, TAJUR, KOTA BOGOR, JAWA BARAT",0251-8339593,JAWA BARAT | KOTA BOGOR | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS MEDIKA DRAMAGA,"JL. RAYA DRAMAGA KM. 7.3, MARGAJAYA, BOGOR BARAT, BOGOR, JAWA BARAT",0251-8308900 / 0251-862,JAWA BARAT | KOTA BOGOR | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS MELANIA BOGOR,"JL. PAHLAWAN NO.91, BONDONGAN, BOGOR SELATAN, KOTA BOGOR, JAWA BARAT",0251-8321196,JAWA BARAT | KOTA BOGOR | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS MULIA PAJAJARAN,"JL. RAYA PAJAJARAN NO.98 KP. KALIBATA RT. 003/III, KELURAHAN, RT.02/RW.03, BANTARJ",0251-8379898,JAWA BARAT | KOTA BOGOR | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS NURAIDA,"JL HAJI ACHMAD SOBANA NO.105, RT.04/RW.06, TEGAL GUNDIL, KEC. BOGOR UTARA, KO",0251- 8368866,JAWA BARAT | KOTA BOGOR | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PMI BOGOR,"JL. RAYA PAJAJARAN NO.80, BANTARJATI, BOGOR UTARA, KOTA BOGOR, JAWA BARAT",0251-8324080,JAWA BARAT | KOTA BOGOR | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSIA BUNDA SURYATNI,"JL. RAYA KH. SOLEH ISKANDAR NO.21, CIBADAK, TANAH SAREAL, KOTA BOGOR, JAWA BA",0251-7543892,JAWA BARAT | KOTA BOGOR | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS KASIH BUNDA,"JL. MAHAR MARTANEGARA NO.166, BAROS, CIMAHI TENGAH, KOTA CIMAHI, JAWA BARAT",022-6614221 / 6630585,JAWA BARAT | KOTA CIMAHI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS MEDIMAS,"JL. EVAKUASI NO. 116, SUNYARAGI, KESAMBI, KARYAMULYA, KESAMBI, KOTA CIREBON, JA",0231-4811-65,JAWA BARAT | KOTA CIREBON | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PANTI ABDI DHARMA,"JL. PULASAREN NO.7, KESEPUHAN, KEC. LEMAHWUNGKUK, KOTA CIREBON, JAWA BARAT",0231 - 203873,JAWA BARAT | KOTA CIREBON | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PELABUHAN CIREBON,"JL. SISINGAMANGARAJA NO.45, PANJUNAN, KOTA CIREBON, JAWA BARAT 45112",0231-208948 / 205657,JAWA BARAT | KOTA CIREBON | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS SUMBER KASIH CIREBON,"JL. SILIWANGI NO. 135, KESENDEN, KEJAKSAN, KEBONBARU, KEJAKSAN, KOTA CIREBON,",0231-203815,JAWA BARAT | KOTA CIREBON | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSIA CAHAYA BUNDA,"JL. PERJUANGAN NO.8, SUNYARAGI, KESAMBI, KARYAMULYA, KESAMBI, KOTA CIREBON, J",0231-482121,JAWA BARAT | KOTA CIREBON | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
ALIA HOSPITAL DEPOK,"JL. KARTINI NO.2, DEPOK, KEC. PANCORAN MAS, KOTA DEPOK, JAWA BARAT 16431",021-77803600,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
AUDY DENTAL CINERE,"JALAN CINERE RAYA NO. 3D RT/RW 005/002, KEC. CINERE, KOTA DEPOK, JAWA BARAT 16",021-21277043 / 08111986,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
AUDY DENTAL CLINIC DEPOK,"JL. KOMJEN.POL.M.JASIN NO.45B, TUGU, KEC. CIMANGGIS, KOTA DEPOK, JAWA BARAT",(021) 84050925 / 0857752,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
BRAWIJAYA HOSPITAL DEPOK,"JL. RAYA PARUNG - CIPUTAT, BOJONGSARI BARU, KEC. BOJONGSARI, KOTA DEPOK, JAWA",021-29836640,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
KLINIK UTAMA MATA JEC CINERE,"JL. CINERE RAYA NO.19, CINERE, KOTA DEPOK, JAWA BARAT",021-29221000,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
KURJ AUDY DENTAL SAWANGAN,"JL. RAYA BOJONGSARI, VASANTA ECO TOWN, THE SHOPPES AT SENOPATI BOULEVARD BL",0,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS BHAKTI YUDHA,"JL. RAYA SAWANGAN NO.2A, PANCORAN MAS, KEC. PANCORAN MAS, KOTA DEPOK, JAWA",021-7520082,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS GRHA PERMATA IBU,"JL. KH. M. USMAN NO.168, KUKUSAN, BEJI, KOTA DEPOK, JAWA BARAT",021-7778899,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS MEILIA,"JL. ALTERNATIF CIBUBUR NO.KM.1, HARJAMUKTI, KEC. CIMANGGIS, KOTA DEPOK, JAWA B",021-8444444,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PERMATA DEPOK,"JL. MUCHTAR RAYA NO.22, SAWANGAN BARU, SAWANGAN, KOTA DEPOK, JAWA BARAT",021-29669000,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS SENTRA MEDIKA CISALAK,"JL. RAYA BOGOR KM. 33 CISALAK, KEC. SUKMAJAYA, KOTA DEPOK, JAWA BARAT",021-8743790,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS TUGU IBU,"JL. RAYA BOGOR KM.29, MEKARSARI, CIMANGGIS, KOTA DEPOK, JAWA BARAT",021-8711693 / 8718633,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS UNIVERSITAS INDONESIA,JL. PROF. DR. BAHDER DJOHAN KAMPUS UI DEPOK JAWA BARAT 16424,021-50829292,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSIA ASYIFA DEPOK,"JL. RAYA PARUNG BINGUNG, RANGKAPAN JAYA BARU, PANCORAN MAS, KOTA DEPOK, JA",021-77883905,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSIA TUMBUH KEMBANG,"JL. RAYA BOGOR KM. 31 NO. 23, KEL. TUGU, KEC. CIMANGGIS, KOTA DEPOK 16951",021-8701873/74 / 871230,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSU BUNDA MARGONDA,"JL. MARGONDA NO.28, PONDOK CINA, KECAMATAN BEJI, KOTA DEPOK, JAWA BARAT 164",021-78890551,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSU HASANAH GRAHA AFIAH,"JL. RADEN SALEH NO.42, SUKMAJAYA, KEC. SUKMAJAYA, KOTA DEPOK, JAWA BARAT",021-77826267 / 77826276,JAWA BARAT | KOTA DEPOK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS KARTIKA KASIH,"JL. JENDRAL AHMAD YANI NO. 18 A, NYOMPLONG, WARUDOYONG, KOTA SUKABUMI, JAW",0266-6250903/905,JAWA BARAT | KOTA SUKABUMI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSI ASY-SYIFA SUKABUMI,"JL. JENDRAL SUDIRMAN NO.3, GUNUNG PUYUH, KOTA SUKABUMI, JAWA BARAT",0266-222663 / 213433,JAWA BARAT | KOTA SUKABUMI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSUD R. SYAMSUDIN S.H,"JL. RUMAH SAKIT BELAKANG NO.1, CIKOLE, KEC. CIKOLE, KOTA SUKABUMI, JAWA BARAT",0266 - 255180 - 81,JAWA BARAT | KOTA SUKABUMI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS ISLAM HJ. SITI MUNIROH TASIKMALAYA,"JL. TAMANSARI NO.228, MULYASARI, KEC. TAMANSARI, TASIKMALAYA, JAWA BARAT 46196",0265-323868,JAWA BARAT | KOTA TASIKMALAYA | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS JASA KARTINI,"JL. OTTO ISKANDARDINATA NO.15, EMPANGSARI, KEC. TAWANG, TASIKMALAYA, JAWA BA",0265-331808/1641/1114,JAWA BARAT | KOTA TASIKMALAYA | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS TMC,"JL. K. H. Z. MUSTOFA, TUGUJAYA, CIHIDEUNG, TASIKMALAYA, JAWA BARAT",0265-322333,JAWA BARAT | KOTA TASIKMALAYA | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSU PERMATA BUNDA TASIKMALAYA,"JL. BRIGJEN. WASITA KUSUMAH NO. 1, INDIHIANG, SUKAMAJUKIDUL, INDIHIANG, TASIKM",0265-345650,JAWA BARAT | KOTA TASIKMALAYA | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS JIH PURWOKERTO,"JL. KH. AHMAD DAHLAN, DUSUN III, DUKUHWALUH, KEC. KEMBARAN, KABUPATEN BANY",028-1777-9888,JAWA TENGAH | KABUPATEN BANYUMAS | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSIA BUNDA ARIF PURWOKERTO,"JL. JATIWINANGUN NO.16, KEBONDALEM, PURWOKERTO LOR, PURWOKERTO TIMUR, KAB",0281-635424,JAWA TENGAH | KABUPATEN BANYUMAS | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSU ANANDA PURWOKERTO,"JL. PEMUDA NO.30, KOBER, PURWOKERTO BARAT, KABUPATEN BANYUMAS, JAWA TENGA",0281-636417 / 631435,JAWA TENGAH | KABUPATEN BANYUMAS | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSU ST. ELISABETH PURWOKERTO,"JALAN DOKTER ANGKA NO. 40 SOKANEGARA, SITAPEN, PURWANEGARA, KEC. PURWOKE","0281-625857, 627384, 632",JAWA TENGAH | KABUPATEN BANYUMAS | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PERTAMINA CILACAP,"JL. SETIABUDI NO.1, KEMIREN, TEGALKAMULYAN, KEC. CILACAP SELATAN, KABUPATEN C",0511-3354896,JAWA TENGAH | KABUPATEN CILACAP | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSU ISLAM KLATEN,"JL. RAYA KLATEN-SOLO NO.KM.4, SIDOREJO, BELANG WETAN, KEC. KLATEN UTARA, KABU",0272-322252,JAWA TENGAH | KABUPATEN KLATEN | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS KEN SARAS,"JL. SOEKARNO HATTA KM 29, KEBONAN, RANDUGUNTING, KEC. BERGAS, KABUPATEN SE",024-6922269,JAWA TENGAH | KABUPATEN SEMARANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS DR. OEN SOLO BARU,"KOMPLEK PERUMAHAN SOLO BARU GEDANGAN GROGOL DUSUN 2, DUSUN 2, GEDANGA",0271-620220 / 0271-6202,JAWA TENGAH | KABUPATEN SUKOHARJO | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS ISLAM SURAKARTA,"JL. GENERAL AHMAD YANI, PABELAN, KARTASURA, MENDUNGAN, PABELAN, KEC. KARTAS",0271-710571 / 725134,JAWA TENGAH | KABUPATEN SUKOHARJO | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS ORTOPEDI PROF. DR. R. SOEHARSO SURAKART,"JL. A. YANI NO.157, MENDUNGAN, PABELAN, KEC. KARTASURA, KABUPATEN SUKOHARJO",0271-714458,JAWA TENGAH | KABUPATEN SUKOHARJO | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS FITRI CANDRA WONOGIRI,"JL. BRIGJEND KATAMSO, PANCURAN, KALIANCAR, KEC. SELOGIRI, KABUPATEN WONOGIR",0273-5328899,JAWA TENGAH | KABUPATEN WONOGIRI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSU BUDI RAHAYU PEKALONGAN,"JL. BARITO NO.5, DUKUH, PEKALONGAN UTARA, KOTA PEKALONGAN, JAWA TENGAH 511",0285-423491 / 424340,JAWA TENGAH | KOTA PEKALONGAN | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PURI ASIH SALATIGA,"JL. JEND. SUDIRMAN NO.169, GENDONGAN, KEC. TINGKIR, KOTA SALATIGA, JAWA TENGA",0298 -323209,JAWA TENGAH | KOTA SALATIGA | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
KLINIK UTAMA AUDY DENTAL SEMARANG,"JL. GAJAHMADA NO. 99C (SEBELAH PHD), MIROTO, SEMARANG TENGAH SEMARANG JAW",(024) 86578341 / 0811-15,JAWA TENGAH | KOTA SEMARANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS BANYUMANIK,"JL. BINA REMAJA NO.61, SRONDOL WETAN, BANYUMANIK, KOTA SEMARANG, JAWA TENG",024-7471519 / 7462181,JAWA TENGAH | KOTA SEMARANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS COLUMBIA ASIA SEMARANG,"JL. SILIWANGI NO.143, KALIBANTENG KULON, KEC. SEMARANG BARAT, KOTA SEMARANG",024-762 9999 / 86462020,JAWA TENGAH | KOTA SEMARANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PANTI WILASA CITARUM,"JL. CITARUM NO.98, MLATIHARJO, KEC. SEMARANG TIMUR, KOTA SEMARANG, JAWA TENG",024-3542224,JAWA TENGAH | KOTA SEMARANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PANTI WILASA DR. CIPTO,"JL. DR. CIPTO NO.50, KEBONAGUNG, SEMARANG TIMUR, KOTA SEMARANG, JAWA TENGA",024-3546040,JAWA TENGAH | KOTA SEMARANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PERMATA MEDIKA,"JL. RAYA MR. MOCH ICHSAN NO.93-97, NGALIYAN, KEC. NGALIYAN, KOTA SEMARANG, JA",024-7625005,JAWA TENGAH | KOTA SEMARANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS ROEMANI MUHAMMADIYAH,"JL. WONODRI BARU RAYA NO.22, WONODRI, KEC. SEMARANG SELATAN, KOTA SEMARAN",024-8444623,JAWA TENGAH | KOTA SEMARANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS ST. ELISABETH SEMARANG,"JL. KAWI RAYA NO.1, TEGALSARI, KEC. CANDISARI, KOTA SEMARANG, JAWA TENGAH",024-8310076,JAWA TENGAH | KOTA SEMARANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSI SULTAN AGUNG,"JL. KALIGAWE RAYA KM.4, TERBOYO KULON, GENUK, TERBOYO KULON, GENUK, KOTA SE",024-6580019,JAWA TENGAH | KOTA SEMARANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSIA BUNDA SEMARANG,"GAYAMSARI, JL. BRIGJEND KATAMSO NO.8, KARANGTURI, SEMARANG TIMUR, KOTA SEMA",024-8413060,JAWA TENGAH | KOTA SEMARANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
KMN EyeCare - Semarang (KLINIK MATA NUSANT,Jl. Ahmad Yani No. 164 Semarang 50136,024- 86456688,JAWA TENGAH | KOTA SEMARANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS DR. OEN KANDANG SAPI SOLO,"JL. BRIGJEND KATAMSO NO.55, TEGALHARJO, KEC. JEBRES, KOTA SURAKARTA, JAWA TEN",0271-643139,JAWA TENGAH | KOTA SURAKARTA | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS KASIH IBU SURAKARTA,"JL. SLAMET RIYADI NO.404, PURWOSARI, KEC. LAWEYAN, KOTA SURAKARTA, JAWA TENGA",0271-714422,JAWA TENGAH | KOTA SURAKARTA | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PANTI WALUYO,"JL. JEND. A. YANI NO.1-2, SURAKARTA",0271-712077,JAWA TENGAH | KOTA SURAKARTA | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS TRIHARSI,"JL. WOLTER MONGINSIDI NO.82, GILINGAN, KEC. BANJARSARI, KOTA SURAKARTA, JAWA T",0271-656903 / 646061,JAWA TENGAH | KOTA SURAKARTA | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RSU ISLAM KUSTATI,"JL. KAPTEN MULYADI NO.249, PS. KLIWON, KEC. PS. KLIWON, KOTA SURAKARTA, JAWA TE",0271-643013,JAWA TENGAH | KOTA SURAKARTA | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS AL HUDA,"JL. RAYA GAMBIRAN NO. 225, GENTENG, DUSUN KRAJAN II, GAMBIRAN, KEC. GAMBIRAN,",0333-842036,JAWA TIMUR | KABUPATEN BANYUWANGI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS ISLAM FATIMAH BANYUWANGI,"JL. JEMBER NO.25, KALIREJO, KEC. BANYUWANGI, KABUPATEN BANYUWANGI, JAWA TIMU",0333-425559,JAWA TIMUR | KABUPATEN BANYUWANGI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PETROKIMIA GRESIK,"JL JENDERAL AHMAD YANI NO.69, KABUPATEN GRESIK, JAWA TIMUR 61119",031-3988877 / 3990994 / 3,JAWA TIMUR | KABUPATEN GRESIK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PETROKIMIA GRESIK DRIYOREJO,"JL. RAYA LEGUNDI KM. 0,5 DRIYOREJO GRESIK",031-8986701 / 031-89817,JAWA TIMUR | KABUPATEN GRESIK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS RANDEGANSARI HUSADA,"TELAPAK, RANDEGANSARI, DRIYOREJO, GRESIK, JAWA TIMUR 61177",031 - 7509317,JAWA TIMUR | KABUPATEN GRESIK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS SEMEN GRESIK,"JL RA KARTINI NO 280 KEC. GRESIK, KABUPATEN GRESIK, JAWA TIMUR 61122",031-3987840 / 3989478 / 3,JAWA TIMUR | KABUPATEN GRESIK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS WATES HUSADA,"JL. RAYA WATES UTARA, KEDUNGPRING, BALONGPANGGANG, GRESIK",031-7922351,JAWA TIMUR | KABUPATEN GRESIK | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS BINA SEHAT JEMBER,"JL. JAYANEGARA NO.7, KALIWATES KIDUL, KALIWATES, KEC. KALIWATES, KABUPATEN JEM",0331-422701 / 424304,JAWA TIMUR | KABUPATEN JEMBER | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS PERKEBUNAN JEMBER KLINIK,"JL. BEDADUNG NO.2, KP. USING, JEMBERLOR, KEC. PATRANG, KAB JEMBER, JAWA TIMUR",0331-485912 / 487226,JAWA TIMUR | KABUPATEN JEMBER | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS KRISTEN MOJOWARNO,"JL. MERDEKA NO.59, MOJODUKUH, MOJOWANGI, MOJOWARNO, KABUPATEN JOMBANG,",0321-495093,JAWA TIMUR | KABUPATEN JOMBANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS NAHDLATUL ULAMA JOMBANG,"JL. KH. HASYIM ASY'ARI NO. 211, BALONG BESUK, DIWEK, BALONG BESUK, DIWEK, KABU",0321-878700,JAWA TIMUR | KABUPATEN JOMBANG | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS AURA SYIFA,"JL. JOYOBOYO NO. 42 DLOPO, KARANGREJO, KEC. NGASEM, KEDIRI, JAWA TIMUR 64183",0354-671939,JAWA TIMUR | KABUPATEN KEDIRI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
RS TOELOENGREDJO,"JL. A.YANI TIMUR NO.25, PARE, KEC. PARE, KABUPATEN KEDIRI, JAWA TIMUR 64212",0354-391047,JAWA TIMUR | KABUPATEN KEDIRI | DIKENAKAN COPAYMENT 20% | CASHLESS AND REIMBURSMENT | Manulife
