Unnamed: 0,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Cashless; Semua Provinsi; Semua Kota;,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Source_File,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Reimbursement; Semua Provinsi; Semua Kota;,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Diluar Cakupan Pertanggungan/Perlindungan; Semua Provinsi; Semua Kota;
2569,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA DEPOK,(021)8444444,"JL. ALTERNATIVE CIBUBUR, CILEUNGSI KM.1, DEPOK, CIBUBUR",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MEILIA,
2570,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN SUBANG,(0260)490039,"JL RAYA SADANG SUBANG KM 17, DS WANTILAN KEC CIPEUDEUY, SUBANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MEKAR ARUM,
2571,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(21-8)802641,"JL. MEKAR SARI, NO.1,      , BEKASI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MEKAR SARI,
2572,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAMBI,KOTA JAMBI,(0748)21145,"JL A YANI NO 36, KOTA SUNGAI PENUH, JAMBI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MELATI,
2573,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAMBI,KABUPATEN MERANGIN,(7463)262634,"LINGK. MENSAWANG, JL. LINTAS S, MERANGIN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MERANGIN MEDICAL CENTRE,
2574,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,RIAU,KABUPATEN KAMPAR,(076)171965,"JL RAYA PASIR PUTIH, NO 3 A-C SELAKHULU, KAMPAR
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS  MESRA,
2575,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,ACEH,KOTA LHOKSEUMAWE,(0645)631076,"JL MERDEKA BARAT NO 76A, LHOKSEUMAWE
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS METRO MEDICAL CENTER,
2576,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,ACEH,KABUPATEN ACEH BARAT,(082)273419279,"JALAN GAJAH MADA NO.40, MEULABOH, ACEH BARAT
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MEULABOH CARE CENTRE,
2577,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,NANGGROE ACEH DARUSSALAM,KOTA BANDA ACEH,(0651)33149,"JL CUT MEUTIA NO 55, KAMPUNG BARU, BAITURRAHMAN, BANDA ACEH",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MEUTIA,
2578,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA CIMAHI,(0226)027204,"JL CIBALIGO NO 76, CIMINDI, CIMAHI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MITRA ANUGRAH LESTARI,
2579,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KABUPATEN DELI SERDANG,(0821)15861191,"JL. BESAR PETUMBUKAN NO.29, GALANG, DELI SERDANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MITRA GURAY PETUMBUKAN,
2580,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN MAGETAN,(0351)8630059,"JL CEMPAKA NO 40A, TANJUNG SEPREH, MAGETAN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MITRA HUSADA MAGETAN,
2581,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SULAWESI SELATAN,KOTA MAKASSAR,(0411)319066,"JL GUNUNG MERAPI NO 220, MAKASSAR, SULAWESI SELATAN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MITRA HUSADA (MAKASSAR),
2582,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN KLATEN,(0272)897404,"JL PEDAN JUWIRING NO 1, KEDUNGAN, KLATEN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MITRA KELUARGA HUSADA,
2583,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SULAWESI BARAT,KABUPATEN MAMUJU,(0426)2324515,"JL PENGTIKU NO 2, MAMUJU
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MITRA MANAKARRA,
2584,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,PAPUA TENGAH,KABUPATEN MIMIKA,(0901)324036,"JL CHARITAS NO 1, TIMIKA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MITRA MASYARAKAT,
2585,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAMBI,KOTA JAMBI,(0274)321777,"JL GAJAH MADA TERATAI, MUARA BULIAN, JAMBI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MITRA MEDIKA BATANGHARI,
2586,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN BEKASI,(021)98213879,"KAMPUNG KAMURANG RT 001/RW 001, DESA CIKEDOKAN, CIKARANG BARAT, CIKARANG",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MITRA MEDIKA NAROM D.H. MITRA MEDIKA CIK,
2587,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN BARAT,KOTA PONTIANAK,(0561)584888,"JL SULTAN ABDURRAHMAN NO 25, PONTIANAK",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MITRA MEDIKA PONTIANAK,
2588,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN INDRAMAYU,(0234)7490050,"JL RAYA PATROL BLOK RANCA, RETILENG DESA PATROL BARU, INDRAMAYU
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MITRA PLUMBON PATROL,
2589,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN SEMARANG,(0246)923179,"JL GARUDA NO 22, UNGARAN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MITRA SETIA UNGARAN,
2590,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN TEGAL,(2834)544333,"JL. RAYA KARANGJATI, TEGAL
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MITRA SIAGA TARUB,
2591,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN LAMONGAN,(0322)451125,"JL KHA DAHLAN NO 14, BABAT, LAMONGAN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MUHAMMADIYAH BABAT,
2592,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN JOMBANG,(0321)853480,"JL DR SOETOMO NO 15, JOMBANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MUHAMMADIYAH JOMBANG,
2593,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN LAMONGAN,(0322)322834,"JL. JAKSA AGUNG SUPRAPTO NO. 7, LAMONGAN",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MUHAMMADIYAH LAMONGAN,
2594,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA MALANG,(0284)582508,"JL JEND SUDIRMAN TIMUR, RANDUDONGKAL, PEMALANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MUHAMMADIYAH MARDHATILLAH,
2595,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA SELATAN,KOTA PALEMBANG,(0711)511446,"JL JEND A YANI 13 ULU, PALEMBANG, SUMATERA SELATAN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MUHAMMADIYAH PALEMBANG,
2596,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA MALANG,(0284)583410,"JL MOGA PULOSARI KM 2, MOGA, PEMALANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MUHAMMADIYAH RODLIYAH ACHID,
2597,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN WONOGIRI,(0273)322624,"JL LAMA NAMBANGAN SELOGIRI, WONOGIRI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MUHAMMADIYAH SELOGIRI WONOGIRI,
2598,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN BREBES,(289-)432209,"JL. DIPONEGORO, BUMIAYU ,      , BUMIAYU
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MUHAMMADIYAH SITI AMINAH,
2599,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,RIAU,KABUPATEN INDRAGIRI HULU,(8238)5596400,"JL LINTAS TIMUR BELILAS, INDRAGIRI HULU
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MUIZZAH,
2600,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SULAWESI SELATAN,KOTA PALOPO,(0471)3311727,"JALAN DR.RATULANGI KM 5, POROS BALANDAI, PALOPO",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MUJAISYAH,
2601,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)7322445,"JL KH HASYIM ASHARI NO 18, SUDIMARA PINANG, TANGERANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MULYA,
2602,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)43931111,"JL RAYA PLUMPANG SEMPER, NO 19, JAKARTA UTARA",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MULYASARI,
2603,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SULAWESI TENGGARA,KOTA BAUBAU,(0402)2822650,"JL MURHUM NO 69, BAUBAU
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MURHUM,
2604,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(061)80501888,"JL JAWA SIMPANG/VETERAN NO 2, MEDAN TIMUR, MEDAN",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MURNI TEGUH MEMORIAL,
2605,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA PEMATANGSIANTAR,(0622)7557978,"JL. SIANTAR-MEDAN KM.4.5, KEL.NAGAPITA,SIANTAR MARTOBA, PEMATANG SIANTAR
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MURNI TEGUH PEMATANG SIANTAR,
2606,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)57853911,"JL JEND SUDIRMAN NO 86, JAKARTA PUSAT",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MURNI TEGUH SUDIRMAN JAKARTA,
2607,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA SELATAN,KOTA PALEMBANG,(0711)441345,"JL DEMANG LEBAR DAUN RT035/010, ILIR BARAT I, PALEMBANG",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MUSI MEDIKA CENDIKIA,
2608,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN SUBANG,(0260)451828,"JL RAYA PAGADEN KP RANCABOGO, DS SUKAMULYA, SUBANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MUTIARA HATI SUBANG,
2609,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,PAPUA BARAT DAYA,KABUPATEN SORONG,(095)1327433,"JL MALEO NO 2-A HBM, SORONG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MUTIARA SORONG,
2610,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA SELATAN,KOTA PALEMBANG,(711-)411610,"JL. KOL. H. BURLIANKM., 7 NO 228 PALEMBANG  , PALEMBANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS MYRIA,
2611,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN BANYUWANGI,(0333)632965,"JL RAYA MANGIR, ROGOJAMPI, BANYUWANGI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS NAHDATUL ULAMA BANYUWANGI,
2612,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KOTA SEMARANG,(024)76928020,"JL PROF H SOEDARTO, TEMBALANG, SEMARANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS  NASIONAL DIPONEGORO,
2613,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,LAMPUNG,KOTA BANDAR LAMPUNG,(7219)2521,"JL RAYA NATAR NO.4, MUARA PUTIH, KEC NATAR LAMPUNG, BANDAR LAMPUNG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS NATAR MEDIKA (YADIKA GROUP),
2614,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA SURABAYA,(031)2975777,"JL BOULEVARD FAMILI SELATAN, KAV 1, SURABAYA",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS NATIONAL HOSPITAL,
2615,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN SAMPANG,(8133)1617110,"JALAN SYAMSUL ARIFIN NO.87, POLAGAN - SAMPANG, MADURA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS NINDHITA SAMPANG,
2616,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KOTA SURAKARTA,(0271)592192,"JL RAYA SOLO SUKOHARJO KM 9, SUKOHARJO
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS NIRMALA SURI,
2617,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KOTA YOGYAKARTA,(0274)394574,"JL WONOSARI YOGYA KM 7, BANDUNG PLAYEN, YOGYAKARTA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS NUR ROHMAH,
2618,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(022)85738888,"JL RAYA BOJONGSOANG NO.156, LENGKONG, KEC. BOSONGSOANG, BANDUNG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS OETOMO HOSPITAL,
2619,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA SURABAYA,(0315)7431299,"EMERALD MANSION, LIDAH KULON LAKAR SANTRI, SURABAYA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS ORTHOPEDI & TRAUMATOLOGY SBY,
2620,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KEPULAUAN RIAU,KOTA BATAM,(0778)322046,"JL DR CIPTO MANGUNKUSUMO, BATAM
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS OTORITA BATAM,
2621,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,(0621)23781,"DS KEDAI DAMA KEC TEBINGTINGGI, SERDANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PABATU,
2622,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)3840484,"JL. ABDUL RAHMAN SALEH NO. 24, JAKARTA PUSAT",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RSPAD GATOT SOEBROTO,
2623,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN SELATAN,KABUPATEN HULU SUNGAI SELATAN,(0517)23191,"JL PAHLAWAN NO 45, KANDANGAN, KALIMANTAN SELATAN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PAHLAWAN MEDIKA CENTER,
2624,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN SUMEDANG,(0261)210834,"JL. RADEN DEWI SARTIKA NO.17, SUMEDANG",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PAKUWON,
2625,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN SUMEDANG,(0261)210834,"JL. RADEN DEWI SARTIKA NO.17, SUMEDANG",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PAKUWON,
2626,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,ACEH,KABUPATEN ACEH UTARA,(0645)43012,"JL SAMUDERA KP JAWA LAMA, LHOKSEUMAWE, ACEH
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PALANG MERAH INDONESIA ACEH UTARA,
2627,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BOGOR,(0251)8324080,"JL. RAYA PAJAJARAN NO.80, TEGA, BOGOR
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PALANG MERAH INDONESIA BOGOR,
2628,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA SURABAYA,(3156)69514,"JL SERAYU 17, SURABAYA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PANGKALAN TNI AU MULJONO,
2629,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)5880911,"JL. PANTAI INDAH UTARA III, PANTAI INDAH KAPUK, JAKARTA UTARA",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PANTAI INDAH KAPUK,
2630,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KOTA YOGYAKARTA,(0274)895186," JL KALIURANG KM17, YOGYAKARTA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PANTI NUGROHO,
2631,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KABUPATEN GUNUNGKIDUL,(0274)392718,"JL WONOSARI PONJONG KM 7 KELOR, KARANGMOJO, GUNUNGKIDUL
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PANTI RAHAYU KELOR,
2632,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KOTA YOGYAKARTA,(0274)496022,"JL SOLO KM 13,2 KALASAN SLEMAN, YOGYAKARTA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PANTI RINI,
2633,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN PURWOREJO,(0275)322096,"JL A YANI 21, PURWOREJO
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PANTI WALUYO PURWOREJO,
2634,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(2188)988287,"JL RAYA KALIABANG TENGAH, BEKASI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PARAMEDIKA,
2635,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA MADIUN,(0351)462427,"JL. YOS SOEDARSO NO.108-122, MADIUN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PARU MANGUHARJO,
2636,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN SUKOHARJO,(0271)593667,"JL DR MUWARDI NO 7 MULUR, BENDOSARI, SUKOHARJO
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PARU SUKOSARI HUSADA,
2637,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA BARAT,KABUPATEN PADANG PARIAMAN,(075)196688,"JL DR M DJAMIL NO 110, LUBUK ALUNG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS  PARU SUMATERA BARAT,
2638,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KOTA YOGYAKARTA,(0274)444715,"JL JANTI BLOK-O, YOGYAKARTA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RSPAU DR S HARDJOLUKITO,
2639,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(0616)941927,"JL STASIUN NO 92, BELAWAN, MEDAN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PELABUHAN MEDAN,
2640,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA SELATAN,KOTA PALEMBANG,(711-)711843,"JL MAYOR MEMET SASTRAWIRYANO, 1 BOOM BARU PALEMBANG  , PALEMBANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PELABUHAN PALEMBANG,
2641,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(024)6725555,"JL RAYA BANDUNGREJO KM 11,5, MRANGGEN, DEMAK
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PELITA ANUGRAH,
2642,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAMBI,KABUPATEN KERINCI,(074)822015,"JL AHMAD YANI SUNGAI PENUH, KERINCI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS  PEMBANTU 02.09.04 KERINCI,
2643,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BOGOR,(002)175685446,"JALAN PEMUDA NO.36 RT.1 RW.7, DESA PENGASINAN, BOGOR
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PENA 98,
2644,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN JEMBER,(0331)487104,"JL BEDADUNG NO.2, JEMBER
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PERKEBUNAN NUSANTARA MEDIKA UTAMA,
2645,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)59401437,"JL SERANG KM 12,5, CIKUPA, TANGERANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PERMATA HATI,
2646,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA KEDIRI,(0354)390212,"JL RAYA KEDIRI NO 48, DARUNGAN PARE, KEDIRI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PERMATA HATI KEDIRI,
2647,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KABUPATEN BANTUL,(0274)441313,"JL PLERET KOTAGEDE KM 4 KAUMAN, BANTUL
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PERMATA HUSADA BANTUL,
